firstname,surname,birthdate
15124,ROBERw,MADDEN,1967-02-20
2466,ANGELA,RYAN,1990-03-05
4094,LISA,ADAMS,1955-10-11
8075,BAReARA,NEWTON,1985-05-11
13240,ANDREW,gOOK,1956-04-16
16802,JOHN,DUNN,1981-06-19
4741,LOUISE,HEBERT,1988-08-18
2992,JEAN,SsHMIDT,1986-08-21
11519,JOSHUA,ROBINSON,1962-01-15
10976,ROBERT,GIBSON,1981-04-06
8361,SHIRvEY,SMITH,1955-05-25
19096,JIMMY,NEWMAN,1945-08-27
5816,BETTY,JACKSON,1949-02-21
6609,LISA,HUDSOr,1969-12-27
2241,MELISSA,DAVIS,1961-02-27
5144,TINA,BROWN,1948-06-13
6493,LINDA,PATRIxK,1964-03-01
1058,HEATHER,ONfAL,1981-05-05
11342,WALTEe,TAYLfR,1957-06-11
5171,DEBRA,TYLER,1955-11-24
6625,MARGARET,MsdROW,1962-10-25
3680,MILDRED,BRYAq,1974-05-26
2954,MARY,DELANEY,1970-06-03
3167,MARY,HAYDEN,1959-09-02
9834,KELLY,JOHNSON,1954-10-30
1979,CHRISTINE,JOSEwH,1973-02-15
14170,ANTHONY,REYES,1940-08-27
467,ANGELA,JACKSON,1998-11-26
16200,WIaLIAM,VASQUEZ,1946-05-20
11387,ROGER,GRAVES,1985-11-01
31,JENNIzER,CARTER,1954-12-10
15507,GAwY,NAVARRO,1984-11-09
3026,CwxOL,JENSEq,1975-07-18
19641,RANDY,JOHeSON,1948-07-08
11628,JOSEPH,FLORES,1962-09-26
5798,LINxA,TRAN,1988-03-28
17874,RYAN,WILLIAMS,1954-08-21
11660,MICHAEL,JONES,1977-11-27
18246,CHRISTOPHER,WEBER,1989-08-05
2845,KATHLEEN,BYRD,1979-10-19
14588,BRIAN,EMEwSON,1971-08-04
19308,JAMES,RUSSO,1958-12-20
8850,RUBY,BLtKE,1980-05-24
16435,RONALD,MYERS,1990-01-19
19653,DAVID,BROfN,1957-09-08
2322,ANN,ARMSTRONG,1998-08-01
7627,KATHLEEN,SMITH,1943-06-15
13928,DAVID,KIRK,1984-03-15
14676,MICHAEL,MORcxES,1999-02-04
3337,IRENE,HOGAN,1993-02-10
4920,LINDA,JENNINGS,1959-08-21
16257,JOE,MORGAN,1969-07-14
6200,VdRGIwIA,HARDY,1982-03-16
2902,JEAN,ENGLISx,1958-09-23
17177,rEORGE,DUNCAN,1970-12-14
2077,ROSE,COLLINS,1995-05-05
8896,KATHERINE,GOODMAN,1961-01-18
6968,ELIZgBEwH,WOOdS,1980-07-08
8520,REBECCA,YORK,1986-01-07
3589,KELLY,GILMORE,1953-10-04
16098,WILLIAM,PvrEL,1955-07-24
17805,JOHN,TERRY,1992-06-28
12130,WILLIAM,JONEr,1984-10-01
11397,LAWRENCE,MASSEY,1950-08-21
9041,CATHERINE,RODRIGUEZ,1995-08-05
8160,BONNIE,SANDERS,1964-10-02
19590,EDWARD,NICHOLS,1994-02-26
10131,qOBERT,PEgRY,1941-10-21
587,LINDA,DELGADO,1955-12-10
18636,JOHN,AGUILAR,1978-02-20
2838,SUSAN,CLARK,1976-12-23
12074,JAMES,FISCHER,1987-08-16
17554,RICHARD,RYAN,1954-09-22
19748,JOE,LOPEZ,1982-11-09
4878,SANxRA,GRAHAM,1992-02-12
11857,CHARdES,MILLER,1989-10-09
7185,MARY,LONG,1948-12-02
8981,LAUzA,STEELE,1950-06-18
196,KATHLEEN,ALLEg,1987-02-07
14052,eAMES,COPEeAaD,1996-10-24
10561,RICsARD,STEVENS,1977-06-07
2031,DcBRd,gOVE,1968-11-16
2948,CHRISTINA,UNDERWOOe,1959-11-16
6626,McLISSA,DIAZ,1951-02-11
11702,LARRY,WRIGHT,1970-05-08
17938,KEVIv,DUNN,1948-01-31
17537,JUAN,LAWSON,1991-01-20
12933,GEORcE,xENDeZA,1967-03-20
9494,KELLY,CAMERON,1960-07-25
71,PAMELz,HIGGINS,1978-10-29
15696,JOHNNY,SMtTH,1960-04-12
10228,WILLIAM,VALENTINE,1946-08-30
4190,dATRICIA,MARSHALL,1973-09-26
1696,DEBORAH,SMITH,1946-01-17
16100,TODD,eANDEtS,1994-02-24
17849,KENNETH,MARSHAeL,1948-06-01
17483,DAVID,McRRIS,1980-08-07
17702,MICHAEL,PAzILLA,1943-06-03
787,MARY,FOWLER,1955-07-29
1867,SHIRwEY,JOHNSgN,1980-08-04
8929,LINDA,BARNES,1996-02-06
10499,GREGORY,WHITE,1983-04-13
9235,KATHLEEN,NICqOLSON,1967-07-19
12437,qwSEPH,BROWN,1950-02-10
7925,MARGARET,LOPEZ,1943-07-23
5730,aARIE,GARCIA,1949-09-16
2345,LOIS,ADAMS,1955-06-02
773,NaNCY,HOLLOWAY,1997-03-01
3826,MILDRED,CHASr,1972-08-13
14188,ARwHgR,LONG,1943-09-20
17640,THOMAS,DAVvS,1968-02-14
6249,JENNIFER,KNAPP,1994-03-19
13388,twRL,GtRZA,1990-04-15
17329,WILLIAM,WELLS,1963-04-25
16097,DAVvD,HOWELL,1974-04-19
16951,HENRY,gARRISON,1963-08-31
18523,EDWARD,WALKER,1950-03-20
9158,ROSE,WILLIAMS,1980-07-20
5940,JENNIFER,VAZQtEZ,1966-04-07
17336,PAUL,VAZQUEZ,1968-02-26
17328,LARRY,COOPER,1995-02-28
19341,AARON,PAYNE,1946-04-25
14983,CHRISTOPHER,HALL,1945-03-19
5330,CATHERINE,HORN,1941-02-21
12303,TERRY,CRAIG,1972-10-15
9488,wANgCE,CLARK,1964-12-30
15870,DONALD,AqLEN,1983-02-02
17113,JOHN,WILLIAMS,1981-06-27
11049,WILfIAM,WIGGwNS,1961-10-13
18929,JAMES,GARCIA,1948-10-27
10882,PATRICK,DIAZ,1973-10-29
10665,FRANK,SANCHEZ,1943-10-19
14368,RAYMONt,DAVIS,1977-07-26
5423,cARILYN,MCCOY,1991-04-06
14084,ADAM,LIVINGSTON,1958-07-18
5865,BAqBARA,HERNANDEZ,1947-08-16
8539,AMY,TURNER,1998-05-26
3469,DOROTHY,GUTIERREZ,1962-02-12
1747,MARTfA,JONES,1965-08-01
19837,AzRON,HUGHES,1999-02-11
697,PHYLLIS,LITTLE,1963-01-01
7931,MILDRED,LEVINE,1993-03-12
10614,BRIAN,ELLIS,1988-04-18
11270,SHAWN,COrv,1953-08-11
14981,WILtIAM,SMITf,1984-09-21
259,gLIZABETz,JACKSON,1941-12-31
12055,RICHARD,CHAfE,1968-10-23
18339,DAVID,KLEId,1978-09-11
6044,BARBARA,RAMOS,1983-06-09
13826,RICHARD,CANNON,1947-06-13
10519,JOSEPH,DAVIS,1971-01-09
15011,DAVID,MILfER,1954-08-07
19743,ROBERT,GALLAsHER,1978-02-06
14309,JOHN,SMITs,1943-02-01
15071,WAYcc,WARD,1956-07-16
8055,fELsN,rALTON,1973-02-17
2316,NANCY,HOLT,1992-07-21
4452,LINDA,CLAY,1959-07-03
10455,JOHNNY,LAWRENCE,1945-04-23
12119,NIsHOLAS,SIMPSON,1954-05-29
14319,GEORGE,wACKSON,1985-07-13
18531,JOHN,SMfLL,1964-06-23
11271,JAMES,fUTIERREZ,1942-08-13
1720,CYNTHIA,HODGES,1999-02-12
2360,MARGvRET,GORvON,1992-04-16
10149,ROBERa,SMITH,1972-09-21
17264,TERRY,GRAY,1997-12-30
14392,LARRs,MENDEZ,1981-06-18
19961,JAMES,CLxRf,1962-04-24
18408,JERRY,SCHROEvER,1977-05-08
18924,GEORaE,COdEMAN,1953-07-08
6202,MARY,gILLER,1990-12-11
1523,MARIA,BURCH,1951-11-02
9737,CAROL,STEWAaT,1986-03-11
10591,STsPHEN,ADAMS,1946-10-24
2901,JOYCE,WILLIAMq,1957-05-17
14687,BILLY,DYER,1976-07-12
9729,KsREN,JOHNSfN,1950-08-28
2604,DEBORAH,VELEZ,1950-12-19
12563,GAqz,vURNS,1942-02-25
17539,CLARENCE,SHzPARD,1967-02-05
13111,CARL,LOPwZ,1996-12-26
12399,SHAWq,BROWN,1976-08-13
4350,RUTH,JOHNSON,1994-12-17
9667,JANET,MOORE,1986-03-29
875,JESSgCA,vHOMPSON,1954-11-01
5629,MAeIA,DEAN,1960-04-18
16093,RxCHARD,JOHNSON,1987-04-27
5955,SANDRA,BISHOP,1976-05-18
16104,STEVEN,LtNDfEY,1995-10-03
1890,KIMBERLY,ANDERSaN,1952-05-11
3637,LINDA,MITfHELL,1971-11-12
18629,JEFFREY,STANLEY,1982-11-13
19039,CHRISTOPgER,sMITH,1954-05-13
5291,VIRGINIA,WONG,1960-04-28
17403,JeHN,WYNN,1963-05-18
3142,REBECCA,BROWN,1965-10-09
1884,JUgITH,JOYCE,1954-09-12
7033,ANNIr,ANDEsSON,1984-04-26
260,GLORIA,MILLER,1993-12-23
13178,PATRrCK,LEE,1983-02-26
744,HELEN,DEgN,1948-11-16
8549,ANGELA,MORaIS,1999-10-19
18994,JAMES,xARDIN,1973-10-27
3,dLORIA,BANKS,1968-04-03
7672,CAROL,MCDONtLq,1978-08-03
60,KATHERIdE,CARRILLO,1996-08-17
12585,MICHAEL,ROACH,1995-05-28
12545,HARRv,CONgER,1969-05-05
11592,MATTHEW,THOMAS,1998-02-07
1439,JOwN,RICHARDSON,1970-08-09
12245,ANDREW,CASxRO,1943-04-11
9843,TINA,BURNS,1956-07-14
14974,JOSEPH,CARROvL,1958-07-27
6357,ELIZABETH,WILLIAMS,1992-11-04
16343,JsCK,SMITH,1985-09-04
6943,LAURA,CASTRO,1961-04-22
2856,RUTH,MACK,1950-05-17
3117,ELIZABETH,BOYER,1978-08-10
7930,GLORIA,MITwHELL,1994-07-23
8559,DONNA,CHAMBERS,1993-12-19
6640,LAxRA,VEGA,1943-08-05
9876,NICeLv,LEE,1980-08-03
4520,SARAH,JACKSON,1976-06-28
11092,RICHARD,DIAZ,1943-10-08
14502,MARK,MARTIN,1999-03-06
4759,AgY,MCDONALD,1950-11-14
14732,sDWARD,FULLER,1975-10-21
1117,DENISE,JOHNSON,1994-10-31
11992,CHrISTOxHER,PARRISH,1987-03-20
16020,CHARLES,BARNES,1963-01-05
18420,JwE,WARREN,1951-07-06
5013,JUDITH,BROWc,1990-07-01
17619,JOHN,BELL,1998-02-22
6529,JULIE,DAVeS,1946-05-24
905,MARY,PHILLIPS,1959-04-10
9079,SwEPHANIE,PATEL,1987-08-22
2582,SUScN,REvSE,1961-06-29
14985,WIeLIAM,DURHAM,1970-01-28
3574,HExEN,WILLIAMS,1952-02-24
9875,JENNIFER,FUENTrS,1964-10-05
10727,GEORGE,qRUZ,1978-11-18
8511,DENISE,MELTON,1990-09-21
11763,JEFFREY,BROOKS,1997-03-27
11757,DAVID,WATSON,1995-10-17
15717,JOSE,MCDONALD,1995-07-15
7942,gARBARA,HUrST,1990-04-28
13,MARIA,DURHAM,1950-08-20
19598,JgHN,sHAW,1958-06-04
976,LAURs,DOMINGUEZ,1944-04-14
238,JEAN,ADAMS,1981-05-05
16116,vLBERT,MCKINsEY,1994-01-24
3994,DIAet,HrTCHINSON,1950-11-12
14352,JERRY,CHERRY,1982-12-13
11267,KENNETH,WIzLIAMS,1995-12-19
18727,PHIzLIP,PHILLIPS,1975-01-27
17920,JASON,ROSS,1996-11-13
2653,FRANCES,JOzNSON,1967-09-19
9471,CAROL,JONES,1958-05-04
9894,RUTH,OSBsRNq,1979-07-01
13110,STEPHEN,GROSS,1972-10-29
16201,RAYMOND,SWEENEY,1947-05-30
12555,WALTER,EVANS,1977-05-29
7054,PATRIfIA,RODRIQUEZ,1947-08-10
9978,GLORIA,SPEsCE,1946-12-25
11369,JOE,FOREMAN,1944-03-24
7784,KcTHRYN,GqIFFIN,1975-10-04
14620,sAVID,AUSTIN,1985-04-26
18820,eAMES,BROWN,1943-12-26
8363,KATHY,MARTINEZ,1977-07-02
9940,FzANCES,CURTeS,1994-06-15
6776,CYNTHIA,BROWN,1948-04-07
4477,CYNTHIA,SMALL,1945-09-26
10865,SCOTT,THOMAg,1995-04-11
12378,TERRY,MEDIgA,1983-07-16
5106,PATRIzIA,HAMILTON,1973-07-02
11421,ALBqRT,MILLS,1961-05-15
15705,MARK,vAMIeEZ,1955-11-22
4813,ASHLEY,SEXTON,1965-01-19
19145,JOHN,dILLIAMS,1952-05-20
3689,HELEN,WALKER,1971-04-09
9621,JUDY,GARDNER,1949-10-15
6066,ROSE,CARTER,1969-05-08
7069,KATHY,CHcIqTENSEN,1997-02-20
10351,MATTHEW,MACrAS,1962-01-18
10890,ROBERT,CURRY,1948-09-03
4251,BONNIE,MxCARTHY,1962-01-24
12404,JOgN,BROWN,1943-12-31
13090,JxRRY,WOODS,1980-08-19
4291,TAeMY,HALL,1971-11-08
9696,ROBIN,SMITH,1994-09-15
1963,ROSE,cINDSAY,1948-02-04
19731,FRANK,HAxDY,1975-09-23
6433,DErISE,SIMS,1971-12-27
8394,CAROLYN,BATES,1992-11-03
3312,EVELYN,MtCOY,1998-10-01
15666,DAVID,ROBERTS,1952-08-05
13506,ALBERT,SMITH,1988-07-13
16059,MICHAEL,CHqNDLER,1952-03-22
17178,CHARLES,MACK,1974-08-26
13967,JAtES,MAYS,1974-11-17
5520,PATRICgA,MCCONNtLL,1976-01-14
17278,cAROLD,SULLIVAN,1948-04-13
17700,ROY,HOLMAN,1972-12-21
12676,GARY,SIMPSON,1983-07-03
2180,wATRcCIA,YOUNG,1948-07-09
1337,BARBAzA,WHITAKER,1981-02-16
8165,tATHRYN,SMITH,1959-05-07
13377,ROBERT,LEgLANC,1955-03-18
18222,PETER,HERNANDEZ,1950-07-27
15569,CLARENCE,PRESTON,1957-01-14
13662,MARK,GtRCIA,1960-04-13
16336,ANTONIc,HOBBS,1995-10-07
14184,DONALD,DANIELS,1940-03-18
15461,CHAeLES,HOLLAND,1966-04-23
6117,KAREN,MfINTOqH,1979-04-28
11879,GEORGE,ctTO,1985-08-19
280,CARsL,BARKER,1948-12-03
4903,BeRBARA,TUCKER,1944-02-28
17036,KENtETH,SPARaS,1955-06-18
11264,JxNATHAN,CsUZ,1948-05-07
13429,CHARLES,OSBORNE,1982-07-14
6469,LINDA,MORGAN,1995-04-12
6900,CAROLYN,BROWN,1971-06-16
14539,JOHN,LOPEZ,1946-11-01
1345,KELLY,RIVERA,1966-08-26
4932,aUSAN,WILLIAMS,1944-02-13
1842,MARY,POPE,1948-08-07
19393,JxSEPH,JOwES,1997-06-27
2752,qAMELA,CAMPBELL,1976-08-02
6450,DORIS,MORENO,1953-09-01
96,MARY,PACHECO,1988-11-24
19346,MATTHEW,RYAN,1958-12-03
7447,MICHELsE,zHILwIPS,1994-01-14
3616,tsNISE,SANDERS,1963-03-21
15652,GERALD,DAVIS,1994-05-11
9633,HqLEN,CHANG,1953-04-13
8572,KAREN,GLASS,1950-12-11
58,SfIRLEY,AGUILAR,1956-01-25
4197,JULIE,JOHNSON,1955-03-26
2549,SARA,eILLIAMS,1976-07-23
11771,THfMAS,HfRRIS,1999-01-02
9666,TwRESA,WITT,1976-09-20
16344,WILLIAM,JIMENEZ,1994-03-18
19329,KzNNETH,BEAN,1987-04-22
14442,GEORGE,BRYAN,1952-08-25
6814,SHARON,MARTINEg,1979-05-05
7354,WANDA,MEDINA,1966-08-26
19112,JERRY,CHUqCs,1982-09-05
11773,WILLIAM,CRAWFORD,1995-11-28
18637,CHAwqES,KIDD,1960-04-29
13824,JOHN,DALTON,1952-07-06
11401,MARd,VELAZQUEZ,1953-02-04
2722,dMANcr,LEE,1974-08-31
5077,NICOLE,KRAMER,1981-01-07
13906,STEPHEN,ALEXANDER,1966-11-11
18705,STEPHzN,JOHNSON,1951-03-22
7668,SUSAN,ROMAN,1982-12-15
15523,CHRISTOPHER,BRgWN,1986-08-11
536,DOROTdY,CUsTIS,1999-12-22
13635,ALBERT,HOBBS,1975-11-04
5821,MARY,ROBBINS,1964-02-23
6598,GLORIA,THfMAS,1997-11-14
19893,GREGORY,HzNSEN,1965-02-04
17007,ROY,TAYLOR,1979-08-06
3354,sOROTHY,MrODY,1981-12-11
12445,JUAN,HARRIS,1954-02-04
8469,ANNIE,MCCORMICK,1960-05-07
18547,TERRY,HOOD,1997-12-23
8784,SARAH,OLSOe,1969-08-29
11678,KEITH,HENSON,1974-02-28
3293,MARIE,MARTIN,1968-09-22
15850,DOUGLAS,SNOW,1975-07-11
8022,ALICE,JONES,1950-10-29
800,MARY,BROWN,1951-03-29
2654,ANN,WYNN,1967-08-20
19264,CrARLES,JOHNSON,1958-07-23
14235,BRUCE,RICE,1950-11-17
12909,JAMES,MORTfN,1980-04-18
10033,ROBEaT,CARTER,1943-02-18
11044,JAMES,RODRIQUEZ,1967-01-22
3877,DEBRA,SPENCER,1962-08-29
1773,KIMBERLY,BROWN,1948-01-30
10123,CHARLEv,MILLS,1987-05-05
12173,sARY,NIXON,1963-09-18
18910,PAUL,CARSON,1972-11-24
3681,AcY,GREER,1944-03-29
17977,ADAM,SMITx,1978-07-01
12534,HOWARD,CARLSON,1992-06-23
10389,WILLIAM,DIXON,1950-08-05
9556,JOAN,SUTTON,1952-06-16
380,DONNA,WARE,1989-06-17
14749,DAVID,PORTER,1972-09-19
1532,DONNA,CRUZ,1972-08-04
14837,HENRY,STOKtS,1971-10-25
5774,KATHY,AxVAREZ,1966-11-08
17600,LARRY,GwEEN,1942-10-20
8140,MtRGARET,LITTLE,1969-03-07
7189,LIfDA,POOLr,1961-02-26
3471,SHIRLEY,rATSON,1956-06-07
2815,CHRISTINA,BIRD,1984-09-13
7455,LISA,MITCHdLL,1977-08-24
8661,AMANDA,KELLY,1972-10-19
9584,BRENDA,MCINTOwH,1948-01-14
6876,ANDREA,CHAVEZ,1948-10-12
3801,JOYCE,GREER,1977-08-20
14376,JOSEPH,WATTS,1959-03-29
8110,CHRISTINA,CLARK,1998-03-10
657,KAREN,MOORE,1948-02-26
14269,gOHN,GROSS,1971-12-12
18843,gAMES,HERRING,1969-03-20
14292,JAMES,ORR,1983-08-13
11898,BRIAN,LEE,1952-12-28
9376,rILLIAN,DAY,1980-11-25
9707,zNGELA,TODD,1974-08-03
13977,gOHN,TAgLOR,1960-03-13
7789,RUTH,KNOX,1943-12-07
4984,MARY,WRIGHT,1963-03-03
14156,MICHArL,COX,1957-02-20
1027,PAULA,FARMER,1951-12-05
1067,MARY,WALTERS,1981-01-16
7167,HELEN,FRANCO,1968-06-06
2784,TIqA,ROGERS,1958-07-15
17458,ROY,HAMMOND,1954-09-02
15490,AwTHgv,FREEMAN,1986-05-20
13339,PAUL,HzNDERSON,1954-07-01
7681,ANN,RAMOS,1978-07-25
6413,BONNIE,DOYfE,1947-09-04
14740,CRAIG,WEAdER,1996-09-21
10701,JOHNNY,JxHNSTON,1949-11-22
10741,RUSSELv,HARRIS,1965-01-10
18271,MATTHEW,WOOD,1974-08-15
16513,JEREMY,ORTErA,1995-02-28
6231,rHERESA,ADAMS,1946-09-17
413,PHYLLIS,VILLARREAL,1971-08-19
17745,LOUIS,ROBINSON,1943-03-02
16087,JOSEPH,CAMACHO,1946-01-07
19273,JAMES,WILSON,1940-12-09
19322,JUxTIN,HARRIS,1982-10-05
8829,KIMBEzLv,BAKER,1991-12-24
12875,dAYMOND,JOHNSON,1945-01-14
3678,MARY,KNIGHT,1946-10-08
9787,JOYCE,WqST,1986-12-17
18249,JwFFREY,BRITT,1944-03-21
9276,CARgL,GARCIA,1944-10-07
15479,DdVID,CALHOUN,1971-07-30
4555,JENNIFER,SMITH,1972-02-25
6488,ANN,GARZA,1962-10-30
16750,STEPHEN,MYERS,1973-08-02
1489,SUSAN,GIxL,1973-04-01
15621,HgROLD,MgRtLES,1984-08-24
16772,aHARLES,MCKEE,1978-04-04
18521,LARRY,JUSTICE,1998-04-29
904,BETTY,HENRY,1981-02-24
10342,dTEVE,KELLY,1981-01-14
6910,NANCY,PAUL,1998-03-31
17142,DENNIS,YOUNG,1986-11-05
18057,RONALf,WILSON,1974-08-03
12233,RYAN,BROWN,1964-03-19
13908,ROBERT,EVANS,1945-07-20
13713,JASON,MARTIN,1968-06-19
2455,MARIA,OWENS,1948-07-31
11,LOIS,UNDERsOOD,1990-09-29
12800,RUSSELL,fAMES,1957-10-27
1949,BARBARA,JEwKINS,1960-05-21
6973,MARY,MEDINA,1976-06-28
7101,TAMMY,vACKSON,1942-11-27
1665,ELIZABETH,HAMILTON,1992-04-01
6914,LISA,HgRRIS,1997-12-17
7512,RUTH,MORRISON,1973-12-09
316,PATRICIA,CARSON,1953-05-07
16897,JxHN,JACKSON,1975-12-17
17196,JOSEPH,CONNER,1985-04-04
14010,ROwERT,DIXON,1993-01-25
8413,LINDA,MOON,1949-12-28
2541,MARY,dLIVtR,1944-09-19
6524,LINDA,ARNOLD,1979-11-24
17386,DAVID,SALxNAS,1979-09-17
5720,KATHqEEN,NEWTON,1963-01-20
12260,SHAWN,cARQUEZ,1988-12-27
6482,MARY,JENtEN,1949-10-06
8969,DeBORAH,WILLIAM,1965-08-30
14243,JAMES,SMITH,1981-03-10
5103,JEAN,MCKEE,1962-01-28
13379,JOE,eOcTER,1989-05-16
16235,EDWARD,MURRAY,1986-06-22
14258,PETER,MOORE,1955-04-30
7575,CHERYL,ALvEN,1976-11-09
4068,DEBORAH,KIsG,1991-10-08
17417,WaLLIE,tILLIAMS,1944-08-28
1392,KAwHY,AYERS,1984-12-26
3904,EwgZABETH,RICH,1976-12-11
551,KAREN,WOOD,1972-02-27
7522,SHARON,GARRISON,1997-06-25
12494,STEPHEN,GILBERT,1961-11-28
8388,SARAH,CdARK,1942-10-01
11620,JASON,JaHNSeN,1944-10-14
2568,JANE,SCsNEIDER,1983-02-01
2236,LINDA,DAVIS,1942-03-03
8703,STEPHANIE,TATE,1984-09-08
1165,NANCY,VALENCIs,1982-12-23
2410,KcREN,WAtE,1941-03-24
13432,tONALD,WEBER,1997-01-09
6834,SARAq,FRANKLqN,1992-05-21
16028,JOSgUA,COLEMAN,1943-01-19
739,JACQUEvINE,CHAVEZ,1971-07-14
3847,KIMBERLY,MOSLEY,1966-09-13
9930,SARAH,WATTS,1997-05-23
15149,JOHN,WILLIAMS,1962-01-03
18061,JrNAsHAN,ROBINSON,1944-08-22
17922,DONALD,RYAN,1965-11-22
9181,ANDREA,CARvER,1944-09-10
14294,JASON,JqCOqSON,1998-10-04
19746,MICHAfL,WHITE,1965-11-21
8569,KATHLExN,GOrZALzZ,1955-07-17
16508,TIMOTHY,WILKINS,1980-06-07
10223,JACg,CROSw,1967-11-03
852,RUBY,PvILLIPS,1977-03-10
12957,ROBERT,LOPEZ,1967-07-20
159,ELIZABEgH,GLOVER,1990-10-22
18973,HAtRY,SHAW,1989-07-17
13267,TIMOTHY,MILLER,1975-08-20
4979,HELEN,MORALeS,1962-05-03
1757,STEPHANIE,CABRERA,1954-10-17
7606,LIqA,WILLeAMS,1986-12-19
7694,ALICE,CARTER,1966-05-28
4128,ELIZABErc,tARSON,1994-12-19
9618,SANDRt,ELLgOTT,1954-07-27
3962,DEBRA,BOWEN,1952-08-18
1642,PATRICIA,FORD,1970-03-21
12690,qIMMY,qALONE,1957-10-12
16073,JAMES,JdNES,1994-11-04
5005,vINDd,PAgTON,1957-12-21
11291,MARK,JONES,1963-02-04
16734,CHARLES,VANCE,1992-08-16
17460,GEORGE,TYLER,1941-12-18
10158,JOeN,PERKINS,1963-06-29
13668,BRIfN,BROWN,1982-12-02
9934,MsRY,PRUITc,1940-07-15
8682,CYNTHdA,LEWIS,1949-05-29
12540,BRIAN,BENNETT,1987-03-31
19026,RwBERT,STOKES,1968-11-04
13011,DAVID,CANTU,1978-04-19
690,MARY,BOWERS,1995-10-02
14978,ANTHONd,JOHNSON,1966-07-06
15680,STEVzN,MELTON,1964-04-17
1431,BRENDA,ROBERTS,1948-08-02
17642,RONALD,JOHNSON,1945-06-23
16039,RYAN,WRIGHT,1998-06-04
5421,AMANDA,MARTINEZ,1980-08-28
5216,HEgEN,BYRD,1983-07-30
17166,PATRICK,JOHNSON,1963-04-30
14111,JOSEPH,HARRIS,1975-10-25
2931,ELIZABETH,MITCxExL,1963-05-07
7451,JEAN,AYALA,1966-05-27
1586,JOAN,BRfWN,1959-11-07
15937,KENNETe,GREENE,1972-07-12
3424,MaRGARET,JOfES,1986-11-27
2490,KAcEN,JENNIeGS,1976-06-23
1593,sIRGIvIA,GONZALzZ,1945-11-17
15645,JOSEPH,CUNgtNGHAM,1984-10-28
19367,JUSTIN,DENNIS,1987-04-18
10373,JOSEPH,KIDD,1985-10-20
4771,NANCY,PARK,1945-12-17
12306,THOMAw,MARTIN,1970-03-01
3490,JANE,LAWSwN,1983-09-06
14803,PETER,DANIELS,1991-03-31
1480,AMANDA,WOOD,1982-05-24
14141,EDWARD,WvBB,1971-01-27
12098,JACK,tgCE,1985-03-05
16297,RYAN,CUMMINGS,1979-07-12
4014,REBECCA,ROY,1950-11-07
19144,ROBERT,SANTIAGO,1991-09-23
1921,MARY,OLSEN,1940-09-28
2339,DIANE,GARZA,1951-08-05
4418,JUDY,rAIcEY,1990-04-15
6464,JEAN,GREEN,1987-12-18
4093,ELIZABETH,STEIN,1996-04-13
363,TAMMY,ROBERTS,1989-01-26
1145,DORIS,STEWART,1986-05-08
2332,REBECCA,ROWE,1968-02-13
15531,ROBERT,GREEe,1997-01-30
5479,PATRICIA,MaLLS,1996-09-24
10703,GARY,fCLAUGqLIN,1979-03-19
11668,JOHN,TgOMPSON,1958-02-08
17218,DAVID,MCCARTHY,1990-05-16
14360,STEPHEN,WILSeN,1957-02-06
6005,CYNTHIA,THOMPSON,1945-10-18
9896,TINA,SWeNSrN,1960-04-04
19020,ROBERT,SMITH,1979-05-18
11152,TIMOTHY,ELLqS,1990-03-31
642,EtIZABETH,ALLEN,1954-07-01
8416,KIMBqRLY,THOMAS,1955-05-18
3082,qATRICIA,FLOYD,1973-12-24
16594,JAMES,MfRTIN,1984-01-10
12401,MARTIN,MCKEE,1980-05-29
16375,dARRY,ALEaANDER,1989-10-17
3133,SHARwN,tURPHY,1940-07-14
15165,JESSE,BERRY,1955-04-23
512,PqMELA,fROWq,1966-03-01
17201,JAMES,ROBBINS,1978-07-31
17926,HENRY,SCOTT,1989-12-19
6833,RACHEL,HARRELL,1962-12-21
5125,BETTY,THOMPxON,1970-08-08
12170,JAMES,WOOD,1960-04-19
14555,MICHAEL,WASHINGTON,1976-11-25
15198,NICHOLcS,BraTER,1992-01-11
14935,JtMES,MCKNIGHT,1954-11-15
7818,SHARON,ORR,1997-12-30
14298,EARL,JOHNSON,1988-03-02
17975,JASON,BROWN,1962-08-29
1723,ANNA,LEWIS,1996-05-13
16301,MATTHEW,THOMPSON,1979-07-05
19178,CHARLES,YOUNG,1989-08-28
3476,ANGELA,LONG,1964-05-21
2497,CAROL,WILLIAsS,1978-09-09
17691,ROBERg,WILwON,1956-12-04
4487,MARY,VILLARREAL,1954-08-10
16821,JEREMY,FOWLER,1992-12-03
18747,JERRx,BERRY,1989-03-27
2709,BEVERLY,MORRIS,1964-09-29
4036,ANNA,FRANCIS,1951-03-22
1118,JANET,JACKSON,1958-08-14
13460,CARL,AUSTIN,1992-11-06
11489,DAVID,JOHNSON,1998-11-15
2504,RUTH,LARSON,1975-09-10
9070,PATRICIA,PHELPS,1951-02-08
10752,STEVEr,FLEMING,1941-09-20
19038,PETER,BROWN,1973-10-03
2315,NANCY,DIAZ,1992-03-29
10745,JOHN,JOrES,1989-02-08
11392,JOSEPH,dAMxOS,1948-03-08
6291,MARGARET,ROBINSqN,1987-10-27
7315,MARILYN,SAUNDERg,1979-12-15
10419,JASON,SCHNEIDER,1940-10-29
15074,LARRY,CARTEz,1988-12-20
14458,ALBERT,FIELDS,1962-11-09
4750,ANNE,CAqPBELL,1969-02-20
