firstname,surname,birthdate,zip_codes
2775,AMY,CAMERON,1976-03-15,11226
2776,THERESA,WALLACE,1966-10-22,11226
2777,AMANDA,LEE,1979-03-29,11226
2778,LOIS,BALDWIN,1950-05-28,11227
2779,DIANE,JEFFERSON,1955-03-13,11226
2780,JENNIFER,SEXTON,1960-12-02,11109
2781,SHIRLEY,MARTIN,1985-09-20,11226
2782,BETTY,RUSSELL,1995-01-13,11226
2783,VIRGINIA,SAVAGE,1979-08-26,11226
2784,TINA,ROGERS,1958-07-16,11226
2785,CHRISTINA,THOMAS,1992-04-21,11226
2786,MARY,WEBER,1977-02-22,11226
2787,BARBARA,HANCOCK,1945-06-05,11109
2788,WANDA,REED,1940-05-28,11226
2789,LILLIAN,RIVERA,1995-02-12,11226
2790,BRENDA,JONES,1998-10-20,11226
2791,MARY,SMITH,1976-01-18,11109
2792,THERESA,CASTILLO,1953-07-28,11226
2793,LAURA,RANDALL,1973-10-20,11226
2794,STEPHANIE,JONES,1940-08-17,11226
2795,VIRGINIA,THOMAS,1988-12-01,11226
2796,SANDRA,PALMER,1945-06-29,11377
2797,JULIA,GARDNER,1940-12-27,11226
2798,ELIZABETH,HALL,1993-06-28,11377
2799,PATRICIA,HARDY,1953-11-15,11226
2800,MARY,MCCLURE,1972-01-04,11109
2801,CHRISTINE,JENKINS,1969-11-30,11226
2802,DIANA,BARNETT,1970-02-23,11109
2803,SHIRLEY,HERNANDEZ,1972-07-20,11227
2804,ANNA,ROMERO,1970-11-22,11226
2805,MARIA,BENJAMIN,1960-11-28,11109
2806,BARBARA,WINTERS,1967-07-02,11109
2807,TERESA,MORGAN,1959-10-24,11377
2808,MARY,WARD,1988-01-07,11109
2809,BRENDA,SANCHEZ,1977-02-14,11227
2810,PATRICIA,LOPEZ,1992-10-14,11377
2811,BEVERLY,MUNOZ,1962-01-03,11227
2812,JOYCE,SARGENT,1994-05-21,11226
2813,HEATHER,FOSTER,1951-07-17,11227
2814,AMY,WILLIS,1972-10-12,11226
2815,CHRISTINA,BIRD,1984-09-14,11227
2816,MELISSA,MENDEZ,1958-08-23,11109
2817,LISA,ROSS,1957-04-24,11226
2818,HELEN,DAVIS,1974-05-22,11377
2819,PATRICIA,GOMEZ,1971-03-01,11226
2820,RUTH,BAILEY,1976-05-06,11226
2821,CHRISTINE,JUAREZ,1953-05-29,11226
2822,LINDA,CASTILLO,1965-08-21,11226
2823,JANET,THOMAS,1963-09-03,11226
2824,NICOLE,HENRY,1997-02-22,11227
2825,TINA,HARRIS,1949-09-29,11227
2826,SHARON,PATEL,1980-05-17,11226
2827,ANDREA,LOPEZ,1976-11-12,11226
2828,CAROLYN,BURKS,1989-02-02,11377
2829,SARAH,FISHER,1995-08-02,11377
2830,MARGARET,WARD,1962-10-07,11226
2831,LAURA,GRAHAM,1945-03-11,11226
2832,CAROLYN,TYLER,1984-02-22,11109
2833,BETTY,MORRIS,1994-07-10,11109
2834,JULIE,ROBERTS,1968-08-20,11109
2835,HELEN,WILLIAMS,1953-07-14,11226
2836,LISA,RICE,1940-08-22,11226
2837,MARY,DICKERSON,1949-01-16,11377
2838,SUSAN,CLARK,1976-12-24,11377
2839,LINDA,WRIGHT,1953-07-24,11226
2840,MARY,THOMPSON,1981-02-13,11377
2841,PAMELA,HARRIS,1994-09-07,11226
2842,MARIA,WIGGINS,1952-05-06,11226
2843,MARY,STEWART,1945-05-17,11377
2844,MARY,EVANS,1974-10-30,11226
2845,KATHLEEN,BYRD,1979-10-20,11226
2846,BARBARA,MURRAY,1949-11-03,11227
2847,MARY,ROBINSON,1976-12-20,11227
2848,LINDA,JONES,1956-11-04,11226
2849,BARBARA,WONG,1966-12-03,11377
2850,KAREN,GARCIA,1968-11-01,11226
2851,STEPHANIE,ROGERS,1984-01-11,11377
2852,MILDRED,HOPKINS,1969-09-21,11377
2853,PATRICIA,RODRIGUEZ,1954-06-28,11226
2854,SARA,COX,1989-04-05,11226
2855,SHIRLEY,WHITE,1983-01-24,11226
2856,RUTH,MACK,1950-05-18,11227
2857,ANNA,KIM,1965-12-17,11226
2858,RUBY,WILLIAMSON,1966-07-16,11377
2859,LINDA,ROBERTS,1995-06-24,11226
2860,LOIS,PETERSEN,1953-05-01,11377
2861,CATHERINE,HORTON,1968-05-09,11227
2862,JUDY,WARREN,1956-11-21,11226
2863,JEAN,SMITH,1973-02-15,11377
2864,JUDY,FLETCHER,1959-03-28,11377
2865,KAREN,MEJIA,1950-11-14,11377
2866,DEBORAH,MARSHALL,1997-05-19,11227
2867,MARIE,HUGHES,1966-05-24,11227
2868,BARBARA,GRIFFIN,1940-10-02,11377
2869,MELISSA,SMITH,1970-01-21,11226
2870,SHARON,WALLACE,1988-01-23,11226
2871,LORI,HOWELL,1958-11-09,11226
2872,ANN,RAMIREZ,1999-09-09,11109
2873,BARBARA,DONOVAN,1987-12-07,11227
2874,JENNIFER,GRAY,1975-12-01,11377
2875,CATHERINE,WHITAKER,1992-12-02,11226
2876,ASHLEY,WARE,1955-01-13,11226
2877,KATHY,BARRERA,1983-10-09,11109
2878,KATHLEEN,HANSEN,1958-05-14,11227
2879,ELIZABETH,ROBERTS,1993-12-03,11226
2880,BARBARA,ESPINOZA,1947-08-21,11226
2881,JENNIFER,MASON,1995-01-15,11226
2882,PAMELA,COX,1951-04-18,11377
2883,THERESA,GREEN,1968-12-27,11226
2884,CHRISTINE,FERRELL,1970-01-12,11377
2885,JUDITH,HOPKINS,1945-04-15,11227
2886,WANDA,SCHROEDER,1969-02-10,11226
2887,PATRICIA,ROACH,1987-02-21,11226
2888,ANNE,MCDONALD,1986-02-28,11109
2889,HELEN,JENKINS,1977-11-13,11377
2890,JANET,LOPEZ,1941-11-21,11377
2891,MARY,RICH,1943-07-11,11227
2892,MARILYN,MORGAN,1971-07-28,11226
2893,CHRISTINA,BASS,1951-10-12,11377
2894,LAURA,ROMAN,1999-04-08,11109
2895,DENISE,WHEELER,1972-02-04,11226
2896,MARTHA,BUCKNER,1967-12-18,11226
2897,CYNTHIA,DONOVAN,1952-05-14,11227
2898,EMILY,GOLDEN,1975-07-13,11226
2899,SHIRLEY,HARMON,1976-08-22,11377
2900,TERESA,SILVA,1964-06-02,11227
2901,JOYCE,WILLIAMS,1957-05-18,11226
2902,JEAN,ENGLISH,1958-09-23,11227
2903,DEBORAH,JOHNSON,1958-04-21,11109
2904,KATHLEEN,TORRES,1958-02-22,11226
2905,NICOLE,BECK,1975-02-21,11226
2906,KAREN,TAYLOR,1946-11-23,11377
2907,FRANCES,WELCH,1948-03-13,11226
2908,PATRICIA,HARRIS,1965-12-17,11227
2909,DOROTHY,ROBINSON,1949-10-07,11226
2910,MARY,MOORE,1944-11-28,11226
2911,SUSAN,MOORE,1953-06-14,11226
2912,LINDA,GRIFFIN,1941-08-17,11226
2913,MARIA,ELLIOTT,1950-06-23,11226
2914,CYNTHIA,BOOTH,1993-09-23,11226
2915,TAMMY,CALDWELL,1941-10-26,11227
2916,LINDA,GRAVES,1942-01-20,11226
2917,LISA,WOODS,1962-07-31,11226
2918,LISA,RIVERA,1965-11-16,11226
2919,MARGARET,JACKSON,1962-02-24,11226
2920,DEBORAH,TORRES,1956-04-11,11226
2921,KAREN,SMITH,1949-08-27,11227
2922,STEPHANIE,ANTHONY,1964-06-15,11226
2923,LOIS,BOWEN,1992-10-26,11226
2924,MARGARET,RICHARDSON,1957-02-04,11377
2925,ELIZABETH,DICKERSON,1994-05-05,11226
2926,SHARON,STEPHENS,1946-04-13,11227
2927,SANDRA,BELL,1961-11-02,11226
2928,SANDRA,WYATT,1968-01-21,11226
2929,LINDA,MOODY,1987-03-07,11109
2930,BRENDA,JACKSON,1996-02-21,11227
2931,ELIZABETH,MITCHELL,1963-05-08,11227
2932,STEPHANIE,BISHOP,1944-11-12,11227
2933,HELEN,PERRY,1956-08-28,11377
2934,JUDY,WALKER,1981-12-20,11226
2935,KATHY,BURNETT,1987-02-16,11377
2936,MARY,SMITH,1967-03-17,11227
2937,PATRICIA,HAHN,1957-03-13,11109
2938,LILLIAN,MOORE,1986-01-06,11109
2939,STEPHANIE,ROSS,1950-10-05,11226
2940,MARILYN,GRIFFITH,1948-10-24,11226
2941,PATRICIA,WALLER,1992-03-24,11227
2942,BARBARA,MITCHELL,1965-04-19,11226
2943,MARIA,GIBSON,1944-07-23,11226
2944,KATHERINE,MCDOWELL,1967-12-10,11109
2945,MARIE,MAXWELL,1953-01-11,11226
2946,PHYLLIS,WILLIAMS,1974-04-22,11377
2947,STEPHANIE,ADKINS,1982-05-12,11226
2948,CHRISTINA,UNDERWOOD,1959-11-17,11227
2949,MICHELLE,BERRY,1960-09-23,11226
2950,KATHLEEN,MARTINEZ,1972-11-24,11226
2951,JOAN,ONEAL,1990-01-16,11227
2952,JANICE,MURPHY,1945-08-29,11226
2953,CAROL,RICE,1942-11-11,11109
2954,MARY,DELANEY,1970-06-04,11226
2955,ANNA,PEREZ,1985-04-27,11226
2956,MARY,SMITH,1962-03-11,11226
2957,ANN,COOK,1943-05-04,11226
2958,PATRICIA,JENNINGS,1956-08-04,11226
2959,MARIA,RODRIQUEZ,1955-10-25,11227
2960,FRANCES,MILLER,1982-11-19,11227
2961,KAREN,YOUNG,1997-03-07,11227
2962,MARY,ORTIZ,1984-11-15,11226
2963,MARIA,EDWARDS,1978-11-26,11226
2964,PAMELA,WILLIS,1954-07-03,11226
2965,MARIA,OLIVER,1961-11-10,11227
2966,SARAH,TERRY,1943-02-28,11227
2967,JANE,HUNTER,1982-06-02,11227
2968,SHIRLEY,STEWART,1949-02-11,11109
2969,DENISE,JONES,1962-06-23,11226
2970,DIANE,BAKER,1977-01-10,11226
2971,STEPHANIE,MORRIS,1986-08-19,11226
2972,LORI,BAKER,1947-02-09,11226
2973,PATRICIA,WILLIAMS,1969-07-20,11226
2974,MARTHA,SHAW,1955-06-01,11226
2975,SUSAN,WILLIAMS,1977-07-13,11227
2976,CYNTHIA,KELLY,1969-09-12,11377
2977,PATRICIA,BECKER,1996-07-20,11227
2978,SANDRA,FLOWERS,1988-06-28,11226
2979,JULIE,HALL,1982-08-31,11226
2980,CAROLYN,SMITH,1956-02-05,11226
2981,MICHELLE,REED,1941-04-14,11226
2982,SHIRLEY,VEGA,1955-07-24,11226
2983,DOROTHY,BENTON,1957-12-30,11227
2984,MARGARET,GARCIA,1961-08-24,11377
2985,SUSAN,DECKER,1993-11-24,11226
2986,MARTHA,COPELAND,1962-10-22,11226
2987,SHARON,HYDE,1955-11-22,11226
2988,ELIZABETH,JONES,1986-08-01,11226
2989,WANDA,PHILLIPS,1957-07-26,11227
2990,MILDRED,WILSON,1967-12-07,11227
2991,SUSAN,THOMPSON,1949-06-16,11227
2992,JEAN,SCHMIDT,1986-08-22,11226
2993,CYNTHIA,WEEKS,1958-09-03,11226
2994,KATHRYN,HORTON,1970-09-17,11226
2995,CYNTHIA,MATTHEWS,1955-08-11,11377
2996,MARY,PETERSON,1943-09-12,11377
2997,JULIE,HART,1975-09-14,11226
2998,ANN,WEST,1971-09-28,11226
2999,KAREN,JOHNSON,1968-02-17,11109
3000,BRENDA,DOUGLAS,1959-01-25,11226
3001,DONNA,JOHNSON,1947-07-25,11227
3002,WANDA,SAUNDERS,1940-02-18,11109
3003,KELLY,JOHNSON,1988-01-13,11109
3004,GLORIA,CLEVELAND,1961-11-28,11226
3005,CHRISTINA,SUTTON,1993-01-21,11226
3006,STEPHANIE,BROOKS,1963-01-11,11377
3007,ELIZABETH,BUTLER,1991-10-30,11226
3008,ANNIE,VARGAS,1942-09-10,11227
3009,PATRICIA,BRITT,1950-09-22,11377
3010,JESSICA,ATKINSON,1974-03-09,11377
3011,JUDITH,ARMSTRONG,1952-07-03,11226
3012,LINDA,TURNER,1993-11-18,11226
3013,MICHELLE,GRIFFIN,1967-10-02,11227
3014,KAREN,HEWITT,1950-11-13,11226
3015,MELISSA,FRENCH,1948-10-09,11226
3016,ANNE,HAMMOND,1952-06-27,11226
3017,JANE,JONES,1976-07-20,11226
3018,SANDRA,CASTRO,1979-06-14,11226
3019,RUTH,ENGLISH,1961-06-12,11227
3020,CAROLYN,FLETCHER,1953-12-09,11226
3021,JOAN,LLOYD,1944-11-04,11226
3022,LILLIAN,BOYER,1984-01-26,11226
3023,SANDRA,LONG,1976-07-11,11377
3024,PATRICIA,SANDERS,1974-01-24,11109
3025,HELEN,MILLS,1940-09-03,11377
3026,CAROL,JENSEN,1975-07-18,11226
3027,JUDY,WILSON,1941-08-15,11226
3028,KAREN,POWELL,1963-05-08,11109
3029,MARIE,FRANKLIN,1995-08-23,11226
3030,PATRICIA,FRY,1965-03-23,11226
3031,MARILYN,BOYD,1976-08-07,11377
3032,THERESA,ROBERSON,1951-05-12,11226
3033,LINDA,WILLIAMSON,1959-11-15,11226
3034,HELEN,ALEXANDER,1974-11-29,11227
3035,PHYLLIS,FISCHER,1945-09-19,11226
3036,CHRISTINA,JOHNSON,1997-06-13,11226
3037,PATRICIA,BROWN,1995-08-29,11226
3038,CHERYL,GOMEZ,1997-03-21,11226
3039,LOIS,MCKNIGHT,1994-06-03,11226
3040,CAROL,HARRINGTON,1968-08-22,11226
3041,JANICE,NEWTON,1964-03-05,11226
3042,CAROL,PHILLIPS,1966-02-09,11226
3043,KIMBERLY,DAVIS,1958-12-24,11226
3044,LINDA,WHITFIELD,1948-03-15,11226
3045,JUDY,GARZA,1943-12-09,11226
3046,NANCY,COOK,1963-11-29,11377
3047,CAROLYN,HOUSTON,1965-02-12,11377
3048,VIRGINIA,GUTIERREZ,1968-01-29,11226
3049,WANDA,RODRIGUEZ,1947-12-08,11226
3050,MICHELLE,COHEN,1962-06-07,11226
3051,HEATHER,MAYER,1954-09-09,11226
3052,REBECCA,STRICKLAND,1957-08-30,11226
3053,KATHRYN,LEE,1960-05-11,11227
3054,DORIS,SHERMAN,1955-08-09,11226
3055,JANICE,WELLS,1994-04-21,11226
3056,RUTH,MONTOYA,1975-06-01,11226
3057,BRENDA,DIXON,1950-12-09,11226
3058,SARA,HARRIS,1977-06-10,11109
3059,MARY,OLIVER,1976-12-29,11227
3060,ELIZABETH,JOHNSON,1949-03-12,11109
3061,CHRISTINE,HUNT,1987-07-19,11226
3062,TAMMY,OWEN,1998-05-06,11226
3063,LINDA,SHELTON,1943-02-12,11226
3064,JULIA,PEREZ,1943-03-12,11227
3065,MELISSA,RIVERA,1968-01-17,11109
3066,CAROLYN,SINGLETON,1973-10-21,11109
3067,ANNE,HOFFMAN,1988-08-23,11109
3068,KAREN,WALL,1944-10-01,11226
3069,NANCY,PATTERSON,1988-12-21,11227
3070,ANNIE,RICE,1978-02-27,11226
3071,SARAH,BRADLEY,1970-10-27,11377
3072,ANN,BLANKENSHIP,1964-10-02,11227
3073,CHRISTINE,HARMON,1999-07-10,11227
3074,KIMBERLY,HODGE,1974-08-19,11377
3075,THERESA,JACKSON,1977-03-27,11226
3076,STEPHANIE,HUNTER,1971-04-02,11109
3077,PATRICIA,STRONG,1947-06-18,11377
3078,PATRICIA,POLLARD,1977-01-29,11226
3079,JEAN,NELSON,1944-08-04,11226
3080,DENISE,TRAVIS,1963-03-31,11227
3081,DIANA,NEAL,1990-10-10,11109
3082,PATRICIA,FLOYD,1973-12-25,11226
3083,MARY,TAYLOR,1965-08-26,11109
3084,JENNIFER,DONOVAN,1983-04-30,11226
3085,MARIA,WELLS,1942-09-06,11226
3086,LISA,EDWARDS,1994-05-22,11226
3087,SARAH,DAVIS,1960-09-23,11227
3088,ANNA,GIBSON,1999-03-25,11377
3089,JENNIFER,GRIFFIN,1966-12-30,11227
3090,DEBRA,MATTHEWS,1975-07-23,11226
3091,CHRISTINA,GRANT,1973-05-03,11226
3092,JULIA,SAMPSON,1957-01-15,11109
3093,ELIZABETH,MCDONALD,1964-12-27,11227
3094,SUSAN,ROBERTSON,1972-04-11,11226
3095,NICOLE,MARTINEZ,1963-06-01,11377
3096,LORI,ATKINS,1994-06-12,11226
3097,CAROL,CANNON,1979-07-05,11226
3098,FRANCES,JOHNSON,1979-04-21,11226
3099,HEATHER,SMITH,1983-11-19,11109
3100,DONNA,CHANG,1978-12-09,11226
3101,CAROL,BROOKS,1975-08-12,11377
3102,CAROL,HOWARD,1964-01-21,11226
3103,KATHERINE,ORTEGA,1984-02-28,11226
3104,LISA,WILLIAMS,1945-09-05,11226
3105,JANE,MORRIS,1982-03-04,11227
3106,JANE,FULLER,1948-09-18,11109
3107,JENNIFER,MILLER,1992-11-07,11377
3108,LOIS,DRAKE,1975-12-24,11226
3109,ANNA,POWELL,1986-09-03,11377
3110,MARY,MURPHY,1984-11-10,11226
3111,MARY,ALLEN,1960-06-24,11226
3112,JANICE,MATTHEWS,1957-02-08,11226
3113,BRENDA,EDWARDS,1988-12-24,11109
3114,JANICE,BROWN,1958-11-30,11227
3115,JOAN,BENNETT,1998-04-24,11226
3116,JEAN,KEMP,1972-05-06,11227
3117,ELIZABETH,BOYER,1978-08-11,11226
3118,DEBRA,SHANNON,1942-06-11,11377
3119,MARY,RODRIQUEZ,1946-10-08,11226
3120,DIANA,OLSON,1975-08-06,11109
3121,MARY,CARPENTER,1999-05-28,11226
3122,SHARON,HARMON,1964-02-11,11226
3123,KATHERINE,BARRON,1988-03-10,11226
3124,BARBARA,BELL,1957-02-06,11226
3125,JEAN,BREWER,1989-09-01,11109
3126,DONNA,SINGLETON,1952-12-23,11109
3127,JOYCE,BRADY,1969-06-04,11226
3128,MARTHA,CHAPMAN,1966-12-23,11226
3129,DIANE,SHIELDS,1970-08-18,11227
3130,DORIS,BEASLEY,1971-05-12,11377
3131,KATHRYN,GREENE,1944-05-14,11227
3132,LOUISE,CLARK,1965-01-25,11109
3133,SHARON,MURPHY,1940-07-15,11227
3134,KIMBERLY,SMITH,1991-08-23,11227
3135,JANET,GILBERT,1987-03-22,11377
3136,PATRICIA,CARR,1966-02-22,11226
3137,ANNIE,STEELE,1998-10-30,11226
3138,BEVERLY,THOMPSON,1979-10-10,11227
3139,KAREN,FOSTER,1973-10-11,11226
3140,MARY,BENTON,1949-04-17,11226
3141,STEPHANIE,JONES,1951-04-03,11226
3142,REBECCA,BROWN,1965-10-09,11227
3143,MICHELLE,SPENCER,1982-05-26,11109
3144,DEBRA,MACDONALD,1972-10-29,11377
3145,GLORIA,HART,1984-07-02,11226
3146,BETTY,HANCOCK,1979-07-18,11226
3147,DEBORAH,PHILLIPS,1941-06-29,11227
3148,CHRISTINA,LOVE,1985-08-19,11226
3149,MARY,JOYCE,1945-08-21,11377
3150,DEBORAH,FRAZIER,1978-10-31,11109
3151,CAROLYN,WILSON,1984-06-20,11226
3152,LAURA,TURNER,1964-07-28,11377
3153,ASHLEY,GARRETT,1987-11-20,11227
3154,EVELYN,DOMINGUEZ,1983-10-29,11226
3155,ELIZABETH,WALKER,1998-08-18,11377
3156,PATRICIA,ROGERS,1985-11-24,11109
3157,DENISE,REID,1958-03-28,11227
3158,JESSICA,GILL,1965-09-30,11227
3159,ANGELA,HARRIS,1980-04-18,11227
3160,FRANCES,JONES,1997-12-10,11227
3161,STEPHANIE,WILLIAMS,1970-04-17,11226
3162,ANGELA,WOLF,1949-10-24,11227
3163,REBECCA,MARTIN,1952-05-30,11226
3164,MARIA,ROBERTSON,1998-11-05,11109
3165,NANCY,TUCKER,1981-06-10,11226
3166,MARGARET,ALLEN,1956-05-05,11109
3167,MARY,HAYDEN,1959-09-02,11227
3168,SANDRA,HORNE,1992-01-19,11226
3169,PATRICIA,PARRISH,1976-01-10,11226
3170,KAREN,LEE,1986-03-04,11109
3171,JUDY,JENKINS,1996-09-03,11227
3172,PATRICIA,MORRIS,1953-01-03,11226
3173,KAREN,JOHNSON,1947-05-22,11226
3174,KATHERINE,CRUZ,1987-07-27,11109
3175,DORIS,GOMEZ,1965-12-23,11377
3176,KATHERINE,SMITH,1950-10-05,11227
3177,DOROTHY,GAINES,1999-01-04,11226
3178,DIANE,HOUSE,1971-05-06,11109
3179,MARIA,DALTON,1950-11-22,11226
3180,STEPHANIE,MCKNIGHT,1946-07-11,11226
3181,LINDA,MOORE,1973-12-23,11226
3182,MILDRED,SULLIVAN,1940-12-21,11226
3183,MILDRED,SULLIVAN,1946-03-08,11377
3184,SARAH,JOHNSON,1955-05-01,11227
3185,JESSICA,CAMPOS,1995-04-05,11226
3186,KATHY,MORRIS,1956-03-08,11226
3187,KIMBERLY,MORRISON,1983-11-10,11227
3188,KIMBERLY,JOHNSON,1962-09-07,11226
3189,CYNTHIA,SHARP,1982-05-24,11226
3190,BETTY,SCOTT,1992-01-23,11227
3191,SHIRLEY,SMITH,1970-03-09,11377
3192,SARAH,POWERS,1981-08-17,11226
3193,ASHLEY,GRAHAM,1952-08-07,11226
3194,LORI,JOHNSON,1963-05-29,11109
3195,MARY,HERNANDEZ,1971-02-20,11226
3196,JOYCE,BROWN,1988-03-02,11377
3197,SHARON,WATSON,1940-08-01,11227
3198,PATRICIA,ONEAL,1992-09-26,11226
3199,LORI,STEWART,1963-03-08,11226
3200,MARY,YOUNG,1989-04-25,11227
3201,DEBORAH,WATSON,1977-04-21,11109
3202,JULIA,NEAL,1960-06-21,11226
3203,LORI,LEONARD,1944-10-30,11226
3204,CYNTHIA,BEACH,1989-08-22,11227
3205,HEATHER,JOHNSON,1956-09-15,11226
3206,NICOLE,OLSEN,1980-08-05,11226
3207,CAROL,MCGUIRE,1961-09-29,11227
3208,KELLY,DIAZ,1947-07-26,11226
3209,KATHERINE,WILLIAMS,1967-04-22,11226
3210,JEAN,SIMPSON,1962-07-19,11226
3211,KIMBERLY,PALMER,1994-11-28,11226
3212,REBECCA,VILLARREAL,1961-09-02,11226
3213,JOYCE,ROSE,1951-06-09,11226
3214,MICHELLE,CLARK,1986-03-13,11226
3215,BRENDA,JENKINS,1951-04-29,11226
3216,THERESA,SIMPSON,1985-10-06,11226
3217,NANCY,WILSON,1990-04-19,11226
3218,CAROL,ROSE,1942-05-30,11377
3219,CYNTHIA,HERNANDEZ,1948-04-29,11226
3220,BARBARA,MAXWELL,1941-03-16,11226
3221,SARAH,BROWNING,1945-10-20,11226
3222,RACHEL,JOHNSON,1988-04-08,11227
3223,SHIRLEY,GILBERT,1981-09-21,11377
3224,NORMA,THOMPSON,1945-02-21,11226
3225,BEVERLY,ONEAL,1945-12-24,11226
3226,RUTH,CARPENTER,1948-03-22,11226
3227,PAULA,CARR,1969-11-16,11226
3228,MARIE,BRADLEY,1982-12-30,11226
3229,WANDA,LEE,1955-10-27,11109
3230,MARGARET,ROSALES,1987-01-03,11226
3231,RUTH,ROBINSON,1984-10-26,11227
3232,JENNIFER,GOMEZ,1983-04-22,11226
3233,EVELYN,MURRAY,1960-07-03,11377
3234,MARY,JOHNSON,1944-03-25,11226
3235,MARIE,WILSON,1968-03-24,11226
3236,JENNIFER,SIMMONS,1943-11-12,11227
3237,STEPHANIE,HOLMES,1967-11-10,11109
3238,MICHELLE,MARTINEZ,1972-06-17,11226
3239,MARIA,LUCAS,1965-10-27,11109
3240,LISA,BERRY,1989-08-02,11227
3241,PAMELA,MORRIS,1973-04-01,11226
3242,LINDA,BLAIR,1990-01-18,11226
3243,JENNIFER,ANDERSON,1976-04-01,11227
3244,REBECCA,JACKSON,1996-01-18,11226
3245,DOROTHY,HARRIS,1987-06-20,11227
3246,PAMELA,GONZALES,1954-03-04,11377
3247,MARY,PEREZ,1965-01-26,11377
3248,DENISE,SCOTT,1973-03-10,11377
3249,ANNA,MAYNARD,1951-05-12,11377
3250,LINDA,WHITE,1998-04-18,11226
3251,KATHRYN,THOMAS,1994-10-10,11109
3252,MELISSA,MCCARTHY,1959-09-22,11227
3253,JENNIFER,CAMPBELL,1962-06-13,11109
3254,ANDREA,FORD,1976-04-23,11226
3255,LISA,BROWN,1972-10-02,11377
3256,AMY,SIMON,1971-08-23,11226
3257,SANDRA,STRONG,1954-04-03,11226
3258,JESSICA,MCCOY,1994-02-05,11226
3259,PATRICIA,SPENCE,1988-10-28,11227
3260,BARBARA,JAMES,1941-07-17,11226
3261,MARGARET,WISE,1952-01-20,11109
3262,RACHEL,FOWLER,1976-07-06,11377
3263,BONNIE,CHASE,1951-06-21,11226
3264,EVELYN,RAMOS,1975-05-11,11226
3265,CHRISTINA,MYERS,1982-11-13,11227
3266,JUDITH,GRIFFITH,1984-03-20,11377
3267,CHRISTINA,RILEY,1949-02-25,11226
3268,BRENDA,MORRIS,1987-08-23,11377
3269,PATRICIA,WHEELER,1983-02-17,11227
3270,PATRICIA,PRICE,1977-06-06,11226
3271,KATHRYN,GREEN,1954-12-21,11226
3272,SARA,LINDSAY,1967-08-29,11226
3273,JUDITH,GOMEZ,1979-09-01,11109
3274,BRENDA,RODGERS,1991-07-08,11226
3275,DENISE,HANEY,1961-12-26,11109
3276,TERESA,CALDWELL,1940-09-11,11226
3277,BARBARA,BRYANT,1972-11-30,11226
3278,ALICE,MIDDLETON,1988-09-06,11226
3279,ELIZABETH,SMITH,1958-10-05,11226
3280,STEPHANIE,BOWEN,1977-03-04,11377
3281,JESSICA,MORAN,1972-01-01,11226
3282,ANNA,BROWN,1999-06-28,11226
3283,DIANA,WRIGHT,1970-05-27,11377
3284,ASHLEY,BROWNING,1966-07-09,11109
3285,JULIA,DALTON,1969-11-24,11377
3286,JANE,LOPEZ,1986-07-04,11226
3287,DOROTHY,BRYAN,1981-02-28,11377
3288,JANET,HANSON,1962-07-21,11226
3289,MARY,PORTER,1947-07-29,11109
3290,KIMBERLY,GILL,1958-08-14,11377
3291,PATRICIA,MATHEWS,1990-10-09,11227
3292,MARY,KLEIN,1955-10-26,11226
3293,MARIE,MARTIN,1968-09-23,11377
3294,MILDRED,HARRIS,1984-02-15,11226
3295,LOUISE,WARNER,1954-11-13,11109
3296,BRENDA,GORDON,1945-01-15,11377
3297,MELISSA,HUDSON,1952-11-05,11109
3298,SHARON,BROWN,1960-08-22,11226
3299,MELISSA,WILLIAMS,1945-07-31,11226
3300,PHYLLIS,GUERRERO,1974-02-27,11227
3301,HELEN,SAVAGE,1976-01-12,11377
3302,NICOLE,MANNING,1954-11-25,11377
3303,DORIS,MCGEE,1985-02-24,11109
3304,NICOLE,HARRELL,1975-02-16,11226
3305,MARY,ALLEN,1949-10-13,11377
3306,JANICE,WALLACE,1957-05-11,11226
3307,LISA,HILL,1949-11-21,11226
3308,DIANA,TYLER,1950-06-23,11377
3309,JESSICA,OLSON,1955-02-01,11377
3310,ASHLEY,BARNES,1970-04-05,11226
3311,SHARON,HARRISON,1944-11-15,11226
3312,EVELYN,MCCOY,1998-10-02,11227
3313,JANICE,LONG,1986-11-14,11377
3314,AMANDA,WHITE,1984-10-13,11226
3315,DONNA,GARCIA,1944-11-23,11109
3316,HEATHER,MITCHELL,1968-04-08,11226
3317,ELIZABETH,FINCH,1949-12-12,11226
3318,MARY,BROOKS,1998-10-10,11227
3319,JANICE,WILSON,1946-10-20,11226
3320,LOUISE,CRUZ,1961-06-29,11377
3321,PAMELA,CASTILLO,1984-02-06,11109
3322,CHRISTINE,ROBERTS,1947-09-01,11226
3323,KIMBERLY,PRICE,1947-11-23,11226
3324,ANN,PETERSON,1948-10-07,11226
3325,AMY,LONG,1940-03-07,11109
3326,HEATHER,THOMPSON,1994-11-05,11226
3327,MARY,HOOVER,1954-02-16,11227
3328,CAROLYN,ROGERS,1955-10-27,11377
3329,CHERYL,FREEMAN,1958-03-11,11227
3330,TAMMY,SANDERS,1978-04-15,11226
3331,LAURA,MCINTYRE,1996-04-26,11109
3332,REBECCA,ONEILL,1984-02-08,11226
3333,LISA,HAMMOND,1941-05-04,11109
3334,JENNIFER,PUGH,1972-02-18,11226
3335,NICOLE,PUCKETT,1972-06-29,11226
3336,MARIA,ANDERSON,1947-08-12,11226
