firstname,surname,birthdate,zip_codes
JEAN,MILLER,11/5/97,11227
GLORIA,MONTOYA,4/6/86,11226
ALICE,BRADLEY,8/21/81,11226
JENNIFER,PAGE,4/19/79,11226
ANN,POOLE,5/12/54,11109
MARY,DAVIDSON,8/30/80,11109
SHIRLEY,MILLS,9/17/95,11377
JANET,ROBBINS,12/15/93,11227
CAROLYN,BYRD,4/25/66,11109
RUTH,WILLIAMS,4/11/77,11226
LILLIAN,HARRIS,8/3/73,11226
CAROLYN,HARRIS,10/28/92,11226
PHYLLIS,CLAYTON,6/1/71,11226
MARY,LITTLE,7/20/98,11227
DOROTHY,SHIELDS,10/7/71,11226
REBECCA,YATES,4/15/96,11109
CHERYL,HAWKINS,6/29/76,11226
DORIS,JONES,7/25/71,11226
BONNIE,BENJAMIN,10/6/53,11109
MARTHA,TAYLOR,12/19/48,11227
MARTHA,MILLER,5/18/61,11226
MARGARET,OLIVER,10/13/74,11226
JANE,WYNN,9/12/56,11377
MARY,GAMBLE,6/6/83,11226
JESSICA,RUTLEDGE,6/7/53,11226
MARILYN,RAMIREZ,6/9/73,11377
DORIS,BROWNING,9/1/74,11109
SANDRA,SIMMONS,6/29/63,11226
JUDITH,STEVENS,12/26/54,11226
IRENE,DUNN,9/8/74,11226
KAREN,ALLEN,11/29/60,11226
HELEN,DIXON,12/20/79,11226
JANICE,SCHMIDT,7/13/52,11227
MARY,GALLOWAY,7/2/65,11109
KATHY,GREGORY,12/19/72,11227
VIRGINIA,MILLER,3/31/99,11377
ANGELA,BOYD,2/23/40,11226
SHIRLEY,BLAKE,8/5/82,11109
PHYLLIS,COMPTON,6/19/89,11226
PATRICIA,JEFFERSON,3/14/52,11226
CHERYL,MCKINNEY,5/15/81,11109
TAMMY,ANDERSON,9/9/93,11226
DEBORAH,SKINNER,2/7/43,11226
CAROL,WALKER,3/13/56,11226
NANCY,DIAZ,3/30/92,11377
NANCY,HOLT,7/22/92,11227
SARA,OCONNOR,10/2/51,11226
THERESA,RICH,9/19/86,11109
MARTHA,ALLEN,3/15/77,11227
MARIA,TURNER,4/15/71,11226
MARGARET,CAMPBELL,8/23/58,11227
ANN,ARMSTRONG,8/2/98,11109
PATRICIA,WEBB,10/23/69,11226
ELIZABETH,MAY,5/17/74,11377
ELIZABETH,TAYLOR,11/2/45,11226
BARBARA,SIMMONS,12/24/68,11226
CHRISTINE,HOWARD,6/4/52,11377
LISA,HOPKINS,7/28/88,11226
KATHERINE,SUMMERS,5/14/51,11377
KATHERINE,THOMPSON,11/2/90,11227
HELEN,WEBB,9/22/63,11226
REBECCA,ROWE,2/14/68,11226
CAROL,WILSON,11/21/87,11377
LISA,MARTINEZ,12/27/65,11226
TERESA,BAXTER,5/8/67,11109
PATRICIA,MITCHELL,12/12/49,11109
JEAN,DAVIS,10/28/94,11377
BRENDA,STONE,2/17/59,11227
DIANE,GARZA,8/6/51,11377
LORI,DONOVAN,3/1/92,11226
DORIS,JOSEPH,3/14/63,11226
ELIZABETH,BRENNAN,11/25/72,11109
MARY,FISHER,12/9/70,11226
KAREN,RODRIGUEZ,6/24/55,11109
LOIS,ADAMS,6/2/55,11226
MARGARET,ROSS,11/17/93,11109
JULIE,TOWNSEND,5/10/64,11226
PATRICIA,BOYLE,1/2/94,11227
CAROLYN,ROSARIO,12/16/82,11226
BARBARA,SHEPHERD,5/20/91,11227
BRENDA,VALENCIA,8/7/73,11377
DONNA,JACKSON,11/25/97,11377
CHRISTINE,TORRES,11/29/47,11226
DORIS,GREEN,9/6/41,11226
LOUISE,PETERSON,9/29/96,11226
ANNIE,MERCADO,6/28/47,11226
RACHEL,BARNES,8/25/93,11226
FRANCES,GARZA,10/18/97,11109
NICOLE,WILLIAMS,2/27/61,11109
MARGARET,GORDON,4/17/92,11227
ALICE,COHEN,1/6/51,11226
AMANDA,COLE,9/22/62,11226
DOROTHY,SMITH,12/12/69,11226
MICHELLE,BENSON,6/7/93,11226
ELIZABETH,HARRISON,7/7/86,11226
DOROTHY,WEST,1/9/56,11226
DIANE,CHANEY,5/13/99,11226
KIMBERLY,BALL,8/7/89,11227
CATHERINE,HEATH,9/26/61,11226
MARGARET,MARTIN,8/12/53,11227
JESSICA,STANLEY,4/6/82,11377
ELIZABETH,HORNE,2/16/70,11226
CAROLYN,RICHARDSON,4/17/80,11226
LAURA,HOUSTON,12/19/59,11226
BARBARA,COOK,4/5/61,11377
THERESA,MYERS,7/4/95,11226
SANDRA,WALTON,12/2/71,11227
LAURA,SANFORD,1/1/75,11377
MARIE,MERRITT,8/23/95,11226
ASHLEY,GARCIA,10/26/41,11226
AMY,ALVAREZ,11/30/68,11109
NANCY,PATEL,6/25/99,11226
SANDRA,PUGH,3/23/49,11377
ANNA,VANCE,6/27/50,11226
FRANCES,MATHIS,5/5/85,11226
MARGARET,FRANK,3/21/82,11377
DONNA,RUSSELL,12/10/85,11226
NANCY,SILVA,4/3/67,11226
MARY,LAWRENCE,3/17/81,11226
MARGARET,JOHNSON,10/27/89,11226
ANNA,WILLIAMS,1/27/45,11227
ELIZABETH,SMITH,7/8/44,11109
ANNIE,BRIDGES,11/11/92,11226
ROBIN,SMITH,3/2/99,11227
JULIA,MERCER,2/5/70,11227
DONNA,LANDRY,10/14/87,11227
JULIE,VASQUEZ,11/22/51,11377
BONNIE,SMITH,3/25/51,11227
PHYLLIS,GOFF,8/30/50,11226
MARY,BOYER,3/26/73,11226
KAREN,TOWNSEND,6/14/59,11226
SUSAN,SHEPPARD,9/26/83,11227
KAREN,MOORE,3/9/78,11226
JULIE,MARTIN,10/3/87,11226
JANET,JOHNSON,9/11/57,11226
DEBORAH,LEBLANC,6/11/78,11226
RUTH,WATKINS,3/15/67,11226
JENNIFER,GONZALEZ,4/14/80,11377
SUSAN,EVANS,12/28/94,11377
KAREN,WADE,3/24/41,11377
DEBRA,DAVIS,8/11/62,11226
LINDA,ALVAREZ,9/1/97,11226
RUBY,JONES,1/29/82,11226
CHRISTINE,JOHNSON,6/2/41,11227
LINDA,LEWIS,1/5/45,11226
TERESA,FERGUSON,12/28/87,11109
JENNIFER,HAMILTON,11/3/49,11109
FRANCES,SIMMONS,5/15/91,11226
JOYCE,PAYNE,10/17/41,11109
TAMMY,ROGERS,10/24/83,11109
LOIS,SCOTT,7/1/98,11226
AMANDA,WILLIAMS,2/3/46,11109
CATHERINE,HUDSON,1/24/99,11226
MARY,CHAPMAN,5/27/50,11226
CATHERINE,PALMER,10/10/44,11226
MARIA,SCOTT,7/2/85,11377
MILDRED,RAYMOND,12/18/79,11226
BARBARA,RHODES,12/1/73,11226
LOIS,HARRIS,8/30/59,11226
MELISSA,TUCKER,3/18/62,11226
AMANDA,MORIN,9/19/74,11377
KAREN,BARBER,12/2/52,11377
MARILYN,LOPEZ,6/22/95,11226
ANNA,HAYDEN,9/21/67,11226
WANDA,TUCKER,10/19/83,11226
HELEN,MILLER,12/13/55,11377
ANNA,PAGE,4/11/81,11227
MARY,SCOTT,7/11/90,11109
LISA,COOK,5/2/48,11226
GLORIA,MILLER,11/30/70,11226
KATHLEEN,WALKER,2/20/64,11226
DIANA,JACKSON,9/2/80,11377
DOROTHY,ROBERTS,2/18/76,11109
LISA,NASH,9/24/91,11226
JUDY,VASQUEZ,7/21/81,11377
DEBORAH,MILLER,2/1/55,11377
ANNE,DALE,9/20/61,11226
SUSAN,JOHNSON,4/9/43,11377
SUSAN,ELLISON,5/4/88,11109
CHRISTINA,JOHNSON,8/30/83,11109
MARIE,THOMAS,4/7/52,11226
ANDREA,SCHWARTZ,8/7/83,11109
LINDA,BLACKWELL,9/30/47,11226
DEBRA,COX,12/6/92,11226
MARIA,OWENS,8/1/48,11226
SARA,COLON,12/24/79,11226
LISA,RUSSELL,6/22/46,11226
ELIZABETH,YOUNG,4/25/72,11226
TAMMY,HESS,9/17/90,11377
SHIRLEY,MITCHELL,12/24/58,11226
SANDRA,LANE,7/18/90,11227
LORI,GILBERT,7/6/43,11226
AMANDA,CLEMENTS,11/22/87,11227
FRANCES,HALL,9/22/99,11226
NANCY,MORRISON,11/24/81,11226
ANGELA,RYAN,3/6/90,11226
ANNA,GREEN,1/1/59,11226
MICHELLE,MARTINEZ,3/25/83,11226
CHERYL,CLARK,8/11/41,11377
DENISE,WILKERSON,6/30/43,11226
AMANDA,WILLIAMS,1/12/65,11226
BETTY,BROWN,5/8/49,11226
ROSE,CURRY,11/24/41,11226
KELLY,JOHNSON,9/29/63,11109
DONNA,THOMPSON,3/8/64,11227
CATHERINE,MARSHALL,8/27/98,11377
HELEN,BALLARD,8/26/75,11226
ANDREA,POOLE,8/18/99,11109
MARY,WRIGHT,1/4/81,11109
ANNIE,BRADY,4/1/83,11109
NANCY,DOYLE,8/28/71,11109
AMY,SMITH,10/17/44,11226
MILDRED,THOMPSON,9/17/77,11226
PAMELA,RAY,8/8/44,11109
REBECCA,DANIELS,9/2/55,11226
SARAH,MUELLER,9/25/49,11226
RACHEL,SILVA,6/3/84,11226
MARTHA,RHODES,7/26/81,11227
SARA,JOHNSON,4/27/62,11226
KAREN,JENNINGS,6/23/76,11226
CAROL,MOSES,3/14/68,11226
CHERYL,BROWN,12/1/44,11377
HEATHER,REYES,2/6/46,11109
PATRICIA,TUCKER,7/28/88,11227
NANCY,SULLIVAN,10/28/88,11227
RUTH,DURAN,11/14/89,11226
CAROL,WILLIAMS,9/10/78,11109
BARBARA,GARDNER,3/18/91,11226
PAMELA,KEMP,7/15/83,11377
CATHERINE,GONZALES,10/21/76,11226
ANNA,GORDON,2/1/85,11226
HEATHER,THOMPSON,12/25/58,11226
JEAN,COOK,7/14/83,11109
RUTH,LARSON,9/11/75,11226
CAROLYN,HERNANDEZ,10/23/79,11226
FRANCES,POWELL,4/2/89,11377
KATHLEEN,DAVIDSON,12/14/62,11377
SARAH,COBB,6/1/41,11227
ROBIN,BYRD,12/22/63,11226
JOYCE,MCGEE,5/29/55,11226
JENNIFER,BLEVINS,8/23/42,11226
KATHY,OBRIEN,12/6/66,11226
DOROTHY,JORDAN,3/1/83,11226
DENISE,ROTH,7/25/82,11109
JEAN,THORNTON,11/29/81,11226
MARY,WELLS,9/20/50,11226
NICOLE,SMITH,11/7/46,11109
REBECCA,HARRISON,3/7/89,11226
ALICE,STEPHENS,7/24/47,11226
JOAN,SPENCER,10/22/94,11226
ANNE,WYNN,12/5/97,11226
HELEN,ROBERTS,4/30/92,11226
ANDREA,LEWIS,12/26/96,11227
AMANDA,CAMPBELL,6/1/53,11226
RUBY,BROWN,3/23/64,11226
JENNIFER,SCOTT,2/2/84,11377
RUBY,HART,11/13/86,11377
STEPHANIE,THORNTON,1/3/41,11109
BETTY,LYNCH,3/31/68,11226
LISA,ROBERSON,4/24/62,11226
LAURA,ODONNELL,2/24/92,11226
SARA,PEREZ,5/17/42,11109
KATHY,PEREZ,8/19/82,11226
SHARON,MURRAY,12/26/75,11226
BETTY,FLYNN,4/6/42,11377
AMY,DELGADO,3/4/62,11377
DORIS,MORENO,10/11/41,11377
JOYCE,CLINE,5/18/90,11109
JULIE,ROGERS,3/21/75,11227
CAROL,DAVIS,9/10/85,11226
MARY,OLIVER,9/20/44,11226
SUSAN,ADAMS,5/23/70,11226
LINDA,SIMPSON,1/19/56,11109
ANN,BURGESS,6/12/66,11226
SUSAN,WILSON,3/12/67,11227
EVELYN,LYNCH,7/24/49,11226
PATRICIA,ALLEN,7/4/74,11227
BARBARA,WARD,11/21/51,11109
SARA,WILLIAMS,7/23/76,11227
JESSICA,MACK,6/17/47,11109
RACHEL,LEE,1/22/90,11226
SUSAN,MILLER,9/1/41,11227
JANE,ORTIZ,10/30/95,11226
AMY,BLAKE,3/16/89,11226
MARY,FLEMING,12/8/84,11226
BARBARA,JONES,1/22/82,11227
IRENE,DIXON,1/18/68,11226
BARBARA,PHILLIPS,3/21/88,11377
RUTH,BARTON,4/5/89,11227
JOYCE,COLLINS,12/24/89,11227
SHIRLEY,HERRERA,8/19/85,11226
ANN,TAYLOR,6/2/72,11226
JENNIFER,MILLER,10/21/41,11226
BEVERLY,POWELL,1/22/49,11226
ANN,LAWSON,10/20/92,11227
WANDA,ROCHA,9/2/56,11226
JESSICA,FISCHER,11/30/74,11109
JANE,SCHNEIDER,2/1/83,11226
JESSICA,SMITH,7/13/96,11226
LISA,THOMPSON,3/13/43,11227
CAROLYN,PATTON,1/22/84,11227
ASHLEY,MCKENZIE,1/21/71,11377
MARIA,VANG,4/11/66,11109
RUTH,SHARPE,8/5/81,11226
SHIRLEY,CHAVEZ,10/25/58,11226
JANICE,EDWARDS,6/11/53,11226
CHRISTINA,HERNANDEZ,2/20/59,11227
MARTHA,GLENN,6/1/79,11227
JUDY,GARCIA,1/19/41,11109
LOUISE,PRICE,2/3/51,11109
MARGARET,GALLAGHER,8/18/62,11226
SUSAN,REESE,6/30/61,11226
ANNIE,ELLIS,10/9/47,11226
KIMBERLY,WILCOX,10/14/92,11226
KAREN,GONZALEZ,8/13/47,11226
LINDA,JENKINS,6/5/94,11109
HEATHER,OWENS,8/12/90,11109
KIMBERLY,JOHNSON,10/18/90,11226
BEVERLY,GARCIA,10/6/40,11226
JENNIFER,FRANCIS,6/8/55,11226
RUTH,SANDERS,10/12/40,11109
BRENDA,EDWARDS,1/13/64,11226
MARIA,ROSS,6/24/72,11227
DORIS,ROSS,7/20/52,11226
BRENDA,COLEMAN,9/27/42,11227
CATHERINE,PIERCE,6/27/89,11226
CAROLYN,EVANS,2/23/43,11109
DONNA,CLARK,8/6/99,11227
MARGARET,MOORE,11/13/87,11226
KATHRYN,NAVARRO,5/23/75,11377
SARAH,FOWLER,8/10/57,11227
STEPHANIE,CAMPBELL,5/7/65,11227
JEAN,POWELL,10/12/83,11109
DEBORAH,VELEZ,12/20/50,11226
KIMBERLY,BOND,5/26/45,11226
KATHY,GAY,2/19/76,11226
JANE,MCKENZIE,7/17/46,11226
MARTHA,OSBORNE,5/25/62,11227
JACQUELINE,RYAN,2/22/67,11226
JOAN,FREEMAN,8/1/41,11377
AMANDA,LANE,12/22/90,11226
THERESA,HORN,3/8/64,11227
MARY,JARVIS,7/31/94,11227
SUSAN,MOORE,4/30/87,11109
DIANE,BASS,1/1/51,11377
ELIZABETH,SCOTT,7/4/77,11227
BETTY,NAVARRO,3/1/72,11109
JENNIFER,WILLIAMS,12/17/67,11227
TERESA,HILL,11/30/52,11226
BEVERLY,EVANS,8/2/54,11109
SHARON,DUFFY,12/18/89,11377
MELISSA,MAY,4/15/56,11377
KAREN,DONALDSON,4/9/46,11226
BETTY,PRICE,6/6/57,11109
CAROL,KNIGHT,7/15/96,11226
LAURA,WEBB,6/30/63,11109
PATRICIA,MCLEOD,4/27/46,11226
MARGARET,FLOWERS,11/25/83,11227
ELIZABETH,WATSON,9/22/92,11226
PATRICIA,MORRIS,12/18/82,11226
RACHEL,NELSON,6/2/74,11109
LINDA,LYONS,2/27/72,11377
LOUISE,ROBERTS,5/13/93,11226
HELEN,WILLIAMS,6/9/79,11226
JULIE,BANKS,9/7/78,11226
MARY,CLARK,8/29/52,11226
REBECCA,MORALES,5/28/52,11226
MARIE,CARROLL,2/2/59,11227
BRENDA,FRANK,2/10/44,11226
LINDA,BOOKER,11/27/85,11226
NANCY,LARSEN,6/5/96,11377
KAREN,LEE,9/16/40,11109
AMANDA,GEORGE,6/2/51,11226
MARY,STEPHENS,5/10/75,11109
KAREN,NIELSEN,7/23/88,11226
DOROTHY,WILSON,3/23/92,11377
BARBARA,MORGAN,10/8/98,11227
DEBORAH,GARNER,9/29/72,11109
MARGARET,DIXON,9/13/66,11227
NORMA,SHARPE,5/3/60,11226
DEBRA,WILSON,8/12/59,11226
DORIS,PARKER,5/26/46,11226
FRANCES,JOHNSON,9/20/67,11109
ANN,WYNN,8/21/67,11227
THERESA,PITTMAN,12/22/62,11226
JOYCE,JENKINS,7/31/56,11377
DONNA,GILLESPIE,8/31/82,11226
TAMMY,BROWN,3/15/41,11227
PATRICIA,ALLEN,8/9/53,11226
JEAN,BROWN,10/11/97,11226
KELLY,ROBINSON,4/1/96,11226
RUTH,WRIGHT,8/17/67,11226
BEVERLY,KING,7/31/51,11226
SARAH,GIBBS,5/20/98,11227
CAROLYN,WILLIAMS,8/20/77,11226
MARIE,LLOYD,7/16/49,11227
NICOLE,BLACK,4/25/99,11227
DOROTHY,WARD,12/30/46,11377
MARY,JOHNSON,1/20/71,11226
JOAN,SNOW,3/28/97,11226
PATRICIA,FOX,5/17/69,11226
SARAH,CAREY,12/7/90,11227
HEATHER,CARLSON,9/5/51,11109
FRANCES,BUTLER,7/1/73,11109
GLORIA,OLSON,12/3/76,11226
LINDA,ALLEN,3/23/44,11226
LORI,MITCHELL,10/20/89,11226
ELIZABETH,EATON,8/25/96,11109
MELISSA,SMITH,12/24/72,11109
ALICE,ADKINS,12/25/40,11226
AMANDA,FOSTER,2/9/47,11226
LISA,CLAYTON,1/2/62,11226
LISA,SMALL,7/29/81,11226
AMANDA,TAYLOR,12/11/62,11109
ALICE,RICE,12/31/74,11226
ELIZABETH,STEWART,10/11/82,11227
JUDITH,SANTIAGO,6/14/94,11227
NANCY,SIMON,8/4/99,11226
ALICE,PHELPS,8/6/94,11109
PATRICIA,MURRAY,8/19/58,11226
CYNTHIA,WILLIAMS,9/11/64,11109
DENISE,WATSON,1/12/75,11226
BRENDA,HOLT,3/16/80,11227
KIMBERLY,RILEY,6/28/67,11226
ASHLEY,BLANKENSHIP,11/30/43,11226
KATHRYN,LONG,1/27/42,11226
ROBIN,PARK,7/24/48,11226
ANNE,BOOKER,7/15/70,11377
REBECCA,LOPEZ,9/13/82,11227
CHRISTINE,LEE,3/13/97,11226
SHIRLEY,WILLIAMS,9/19/52,11377
DEBORAH,MOORE,6/14/96,11227
MARIE,GRIMES,3/22/73,11226
DEBORAH,MOORE,1/1/85,11226
JUDITH,MURPHY,4/19/87,11377
KATHERINE,SMITH,9/17/71,11226
DONNA,BENSON,9/10/85,11226
FRANCES,HARRIS,6/1/78,11227
BEVERLY,MORRIS,9/29/64,11227
MARY,SMITH,12/18/90,11226
MARILYN,WILLIAMS,4/16/99,11227
ANN,GLENN,9/9/64,11109
RUTH,COTTON,9/8/78,11226
MARY,GROSS,6/29/48,11377
SHIRLEY,PEREZ,2/12/89,11226
ANGELA,FARMER,1/8/75,11226
ANNIE,GARZA,11/10/79,11377
HEATHER,GREEN,4/18/90,11109
LINDA,DUNN,7/31/56,11226
AMANDA,SLOAN,1/3/93,11226
CHRISTINE,EDWARDS,8/10/48,11226
AMANDA,LEE,8/31/74,11226
CAROLYN,MCDONALD,2/20/98,11226
BETTY,HOLT,12/9/86,11377
CYNTHIA,ELLIS,8/9/86,11377
ANGELA,DAVIS,2/10/87,11226
ANNIE,ROSE,10/9/64,11109
KIMBERLY,MARTINEZ,12/2/51,11109
HELEN,WHITE,4/9/75,11226
BEVERLY,KLINE,9/6/96,11109
PATRICIA,HENRY,5/27/62,11227
ANNE,HINES,12/18/82,11227
CAROL,GRAHAM,12/11/64,11109
SUSAN,BUCKLEY,6/30/40,11109
JULIE,RAMSEY,8/12/58,11226
KATHLEEN,HICKS,10/8/60,11226
CYNTHIA,SUTTON,2/16/46,11226
MARY,ADAMS,2/10/59,11226
KATHRYN,TURNER,12/12/85,11109
KAREN,HAMILTON,3/20/99,11227
JENNIFER,DOMINGUEZ,1/13/47,11226
JUDY,ESPINOZA,8/27/94,11226
NANCY,BROWN,12/28/49,11109
JANE,JOHNSON,2/12/61,11109
RACHEL,BROWN,8/3/71,11226
MELISSA,CABRERA,3/31/61,11377
BRENDA,GOODWIN,12/28/64,11226
KAREN,ALLEN,7/19/81,11377
TERESA,MURRAY,10/30/89,11227
LORI,ROMAN,8/16/54,11226
ELIZABETH,GOODWIN,4/3/54,11109
PAMELA,CAMPBELL,8/2/76,11226
BRENDA,KING,8/29/95,11227
REBECCA,ANDERSON,1/16/90,11226
REBECCA,MORRISON,11/9/66,11227
ANNA,SWANSON,6/24/60,11227
SARAH,CRAWFORD,9/3/87,11109
MARY,GRAHAM,11/11/48,11109
DOROTHY,CONRAD,8/2/71,11227
AMY,BURTON,10/11/58,11227
SHIRLEY,HOWARD,8/5/63,11226
LINDA,LLOYD,10/16/74,11226
AMANDA,GREGORY,1/16/49,11226
SHIRLEY,BROWN,3/30/95,11226
BETTY,WOODS,3/16/96,11377
AMY,THOMAS,2/19/55,11226
MARIE,COOLEY,11/5/68,11109
BARBARA,WILLIAMS,3/27/45,11377
PAULA,BUTLER,5/31/74,11226
MARTHA,BOWMAN,9/13/68,11226
JOYCE,WILLIS,7/21/85,11227
BARBARA,MENDOZA,2/22/86,11227
LINDA,SMITH,12/16/49,11226
NICOLE,MCFADDEN,1/26/51,11226
AMY,CAMERON,3/15/76,11226
THERESA,WALLACE,10/22/66,11226
AMANDA,LEE,3/29/79,11226
LOIS,BALDWIN,5/28/50,11227
DIANE,JEFFERSON,3/13/55,11226
JENNIFER,SEXTON,12/2/60,11109
SHIRLEY,MARTIN,9/20/85,11226
BETTY,RUSSELL,1/13/95,11226
VIRGINIA,SAVAGE,8/26/79,11226
TINA,ROGERS,7/16/58,11226
CHRISTINA,THOMAS,4/21/92,11226
MARY,WEBER,2/22/77,11226
BARBARA,HANCOCK,6/5/45,11109
WANDA,REED,5/28/40,11226
LILLIAN,RIVERA,2/12/95,11226
BRENDA,JONES,10/20/98,11226
MARY,SMITH,1/18/76,11109
THERESA,CASTILLO,7/28/53,11226
LAURA,RANDALL,10/20/73,11226
STEPHANIE,JONES,8/17/40,11226
VIRGINIA,THOMAS,12/1/88,11226
SANDRA,PALMER,6/29/45,11377
JULIA,GARDNER,12/27/40,11226
ELIZABETH,HALL,6/28/93,11377
PATRICIA,HARDY,11/15/53,11226
MARY,MCCLURE,1/4/72,11109
CHRISTINE,JENKINS,11/30/69,11226
DIANA,BARNETT,2/23/70,11109
SHIRLEY,HERNANDEZ,7/20/72,11227
ANNA,ROMERO,11/22/70,11226
MARIA,BENJAMIN,11/28/60,11109
BARBARA,WINTERS,7/2/67,11109
TERESA,MORGAN,10/24/59,11377
MARY,WARD,1/7/88,11109
BRENDA,SANCHEZ,2/14/77,11227
PATRICIA,LOPEZ,10/14/92,11377
BEVERLY,MUNOZ,1/3/62,11227
JOYCE,SARGENT,5/21/94,11226
HEATHER,FOSTER,7/17/51,11227
AMY,WILLIS,10/12/72,11226
CHRISTINA,BIRD,9/14/84,11227
MELISSA,MENDEZ,8/23/58,11109
LISA,ROSS,4/24/57,11226
HELEN,DAVIS,5/22/74,11377
PATRICIA,GOMEZ,3/1/71,11226
RUTH,BAILEY,5/6/76,11226
CHRISTINE,JUAREZ,5/29/53,11226
LINDA,CASTILLO,8/21/65,11226
JANET,THOMAS,9/3/63,11226
NICOLE,HENRY,2/22/97,11227
TINA,HARRIS,9/29/49,11227
SHARON,PATEL,5/17/80,11226
ANDREA,LOPEZ,11/12/76,11226
CAROLYN,BURKS,2/2/89,11377
SARAH,FISHER,8/2/95,11377
MARGARET,WARD,10/7/62,11226
LAURA,GRAHAM,3/11/45,11226
CAROLYN,TYLER,2/22/84,11109
BETTY,MORRIS,7/10/94,11109
JULIE,ROBERTS,8/20/68,11109
HELEN,WILLIAMS,7/14/53,11226
LISA,RICE,8/22/40,11226
MARY,DICKERSON,1/16/49,11377
SUSAN,CLARK,12/24/76,11377
LINDA,WRIGHT,7/24/53,11226
MARY,THOMPSON,2/13/81,11377
PAMELA,HARRIS,9/7/94,11226
MARIA,WIGGINS,5/6/52,11226
MARY,STEWART,5/17/45,11377
MARY,EVANS,10/30/74,11226
KATHLEEN,BYRD,10/20/79,11226
BARBARA,MURRAY,11/3/49,11227
MARY,ROBINSON,12/20/76,11227
LINDA,JONES,11/4/56,11226
BARBARA,WONG,12/3/66,11377
KAREN,GARCIA,11/1/68,11226
STEPHANIE,ROGERS,1/11/84,11377
MILDRED,HOPKINS,9/21/69,11377
PATRICIA,RODRIGUEZ,6/28/54,11226
SARA,COX,4/5/89,11226
SHIRLEY,WHITE,1/24/83,11226
RUTH,MACK,5/18/50,11227
ANNA,KIM,12/17/65,11226
RUBY,WILLIAMSON,7/16/66,11377
LINDA,ROBERTS,6/24/95,11226
LOIS,PETERSEN,5/1/53,11377
CATHERINE,HORTON,5/9/68,11227
JUDY,WARREN,11/21/56,11226
JEAN,SMITH,2/15/73,11377
JUDY,FLETCHER,3/28/59,11377
KAREN,MEJIA,11/14/50,11377
DEBORAH,MARSHALL,5/19/97,11227
MARIE,HUGHES,5/24/66,11227
BARBARA,GRIFFIN,10/2/40,11377
MELISSA,SMITH,1/21/70,11226
SHARON,WALLACE,1/23/88,11226
LORI,HOWELL,11/9/58,11226
ANN,RAMIREZ,9/9/99,11109
BARBARA,DONOVAN,12/7/87,11227
JENNIFER,GRAY,12/1/75,11377
CATHERINE,WHITAKER,12/2/92,11226
ASHLEY,WARE,1/13/55,11226
KATHY,BARRERA,10/9/83,11109
KATHLEEN,HANSEN,5/14/58,11227
ELIZABETH,ROBERTS,12/3/93,11226
BARBARA,ESPINOZA,8/21/47,11226
JENNIFER,MASON,1/15/95,11226
PAMELA,COX,4/18/51,11377
THERESA,GREEN,12/27/68,11226
CHRISTINE,FERRELL,1/12/70,11377
JUDITH,HOPKINS,4/15/45,11227
WANDA,SCHROEDER,2/10/69,11226
PATRICIA,ROACH,2/21/87,11226
ANNE,MCDONALD,2/28/86,11109
HELEN,JENKINS,11/13/77,11377
JANET,LOPEZ,11/21/41,11377
MARY,RICH,7/11/43,11227
MARILYN,MORGAN,7/28/71,11226
CHRISTINA,BASS,10/12/51,11377
LAURA,ROMAN,4/8/99,11109
DENISE,WHEELER,2/4/72,11226
MARTHA,BUCKNER,12/18/67,11226
CYNTHIA,DONOVAN,5/14/52,11227
EMILY,GOLDEN,7/13/75,11226
SHIRLEY,HARMON,8/22/76,11377
TERESA,SILVA,6/2/64,11227
JOYCE,WILLIAMS,5/18/57,11226
JEAN,ENGLISH,9/23/58,11227
DEBORAH,JOHNSON,4/21/58,11109
KATHLEEN,TORRES,2/22/58,11226
NICOLE,BECK,2/21/75,11226
KAREN,TAYLOR,11/23/46,11377
FRANCES,WELCH,3/13/48,11226
PATRICIA,HARRIS,12/17/65,11227
DOROTHY,ROBINSON,10/7/49,11226
MARY,MOORE,11/28/44,11226
SUSAN,MOORE,6/14/53,11226
LINDA,GRIFFIN,8/17/41,11226
MARIA,ELLIOTT,6/23/50,11226
CYNTHIA,BOOTH,9/23/93,11226
TAMMY,CALDWELL,10/26/41,11227
LINDA,GRAVES,1/20/42,11226
LISA,WOODS,7/31/62,11226
LISA,RIVERA,11/16/65,11226
MARGARET,JACKSON,2/24/62,11226
DEBORAH,TORRES,4/11/56,11226
KAREN,SMITH,8/27/49,11227
STEPHANIE,ANTHONY,6/15/64,11226
LOIS,BOWEN,10/26/92,11226
MARGARET,RICHARDSON,2/4/57,11377
ELIZABETH,DICKERSON,5/5/94,11226
SHARON,STEPHENS,4/13/46,11227
SANDRA,BELL,11/2/61,11226
SANDRA,WYATT,1/21/68,11226
LINDA,MOODY,3/7/87,11109
BRENDA,JACKSON,2/21/96,11227
ELIZABETH,MITCHELL,5/8/63,11227
STEPHANIE,BISHOP,11/12/44,11227
HELEN,PERRY,8/28/56,11377
JUDY,WALKER,12/20/81,11226
KATHY,BURNETT,2/16/87,11377
MARY,SMITH,3/17/67,11227
PATRICIA,HAHN,3/13/57,11109
LILLIAN,MOORE,1/6/86,11109
STEPHANIE,ROSS,10/5/50,11226
MARILYN,GRIFFITH,10/24/48,11226
PATRICIA,WALLER,3/24/92,11227
BARBARA,MITCHELL,4/19/65,11226
MARIA,GIBSON,7/23/44,11226
KATHERINE,MCDOWELL,12/10/67,11109
