firstname,surname,birthdate
SHARON,WALTON,12/24/85
SHARON,BANKS,12/13/94
MARY,RUSSELL,11/3/77
rIAzE,TERRY,8/18/81
VIRGINIA,LONG,8/26/58
ANDREW,PACHEzO,1/8/54
EVELYN,BISHOP,4/23/77
DANgEL,GILES,7/13/55
ANNA,MATHIS,1/9/64
MARK,BENNETv,5/3/49
FRANK,NGUYEN,10/16/61
JEqNIFER,ABwOTT,1/11/94
THOMAS,LeWE,2/7/78
WILLIAx,STEPHENS,7/25/65
JOHN,OBRIEN,1/20/94
THERESA,SIMPSON,10/6/85
EUGENE,DELGADO,9/29/44
RICHARD,PAYNE,4/14/94
MARK,ROcINSON,12/7/44
PAUL,BERG,4/13/97
REBECCA,WHITE,3/2/78
qEAN,LOTT,3/31/93
MICHAEL,GREEN,7/10/71
TIMOTHt,POWERS,10/16/86
JAsES,ORTEGA,10/12/87
ANTHONY,BOND,2/18/95
DEBRA,WALTON,7/27/77
MICHAEv,HAeRIS,5/26/83
MICHAEL,SHERMAN,2/12/58
LINDA,SPENCwR,3/28/82
MICHAEL,TILLMAN,10/27/53
SANDRA,MOORE,1/14/83
KIMBERLY,BOND,5/25/45
RANDY,SMITH,1/6/91
RUBY,BURGESS,6/24/60
LINDA,MERCADO,1/29/73
LISA,ELLIS,7/9/92
MARY,PHILLIPS,10/31/69
CHARLES,FRAZIER,6/9/69
MICHAEL,PtaELL,10/24/81
LINDA,SOLOMON,8/12/93
BEVERLY,TRUeILLO,10/23/59
ANN,WATKINS,12/11/87
SARA,RICE,7/24/43
TIMOTHY,JACKSON,12/13/73
MICHAEL,MITCHELL,9/30/88
SHAWN,MCGeIRE,12/24/57
ALICE,HAwPER,9/18/61
ANDREW,BLANKENSHIP,3/31/74
EMILY,OLSON,2/25/86
JOSHUA,TATE,1/9/70
ANN,eEST,9/28/71
RaBECrA,HExRERA,8/27/90
ROBERT,WRIGHT,10/17/62
WILLIAM,CAMERON,11/14/68
RICHARD,CLARK,1/26/80
TERESA,HOPKINw,3/7/61
PHILIP,STEVENS,4/3/83
BENJAMIw,HARRwS,5/2/97
TODD,RODRIGUEZ,2/26/83
vARcARA,STxVENS,10/11/68
KAREw,MCKEE,7/30/65
CATHERINE,MILLER,5/14/78
AARON,GIBSON,12/1/81
AMANDA,tHILLIPS,3/1/79
RUBY,THOMPSON,8/18/60
JEAN,NELSON,8/3/44
CHRgSTOxHER,PHILLIPS,5/23/55
ROBIN,MANN,7/19/69
PETER,KENNaDY,10/12/72
JOSEPH,WILKERSON,4/28/95
JOHN,STONE,7/2/69
CHARLES,ROrAS,3/25/68
RICHARD,CLAtK,4/25/47
KELLY,LANCASTER,3/25/94
JOSEPH,FLETsHER,8/15/40
BARBARA,CLAYTON,12/17/58
RqBERT,MYcRs,3/23/80
DEBORAH,MILLS,4/1/75
RONALD,DUNN,8/4/74
TERRY,HANSON,8/10/93
ROBERT,BARR,8/2/99
ROBgRT,MYERv,3/24/40
HARRY,WILSON,12/15/49
BEVERLY,HOLDER,11/6/41
PAMrLA,HUMPHREY,5/27/96
JUDY,SCOTT,2/26/93
KENNEeH,ROWE,12/28/64
JANE,BROWN,7/2/91
JAMES,LEWIS,1/28/73
SUSAN,GUdMAN,4/3/79
LOIS,CARPENTER,10/23/43
JOSEPH,HILL,12/11/82
RAYMOND,JOYCE,1/7/82
ROgERT,WOLFE,10/9/80
KAREN,THOMAS,5/9/93
JOHN,MaLDONADO,11/17/49
JOHN,WISE,5/31/72
BARBARA,MITCHELL,4/19/65
DONNA,AYALA,7/26/60
MARK,SPENCER,4/26/98
MrRIA,cAWSON,9/18/90
PAULA,HERNANDEZ,9/8/43
MARY,SMITH,5/26/86
CYNTHgA,MOORE,2/5/72
STEVEN,EVANS,3/17/74
SCOTT,ROSE,4/15/79
DAVID,LANqRY,5/24/93
PtUL,KNOWLES,9/24/96
CHRISTOPHgR,MILLER,3/21/63
CHARLES,tUDSON,7/7/71
ANTHONY,RODRIGUxZ,2/13/51
LAcRY,POOLE,8/12/64
BETTY,HARRIS,5/19/87
DfvORAH,ROGERS,10/7/78
THOMAS,NORTON,9/20/69
WILLIAM,HILL,5/13/51
GEORGE,CARR,1/19/41
GLORIA,JONES,8/20/73
dATRICIA,ROACH,2/20/87
MARY,JOaDwN,1/21/77
JAMEc,BEACH,2/25/45
ROBERT,SCOTT,9/10/76
RONALt,WATKINS,3/1/70
RYAa,BRAcY,5/15/84
DIcNE,HOLDER,9/23/41
HEATHER,COLEMAN,2/17/60
BRIAN,MURPHY,10/11/68
KEVIN,AqLEq,3/21/64
LINDA,SCOTT,11/24/85
JANET,SMITH,4/18/99
BETTY,MORRIS,7/9/94
HELEN,MCINTOSH,12/7/73
DONNA,BROWN,10/18/46
LARRY,GUZsAN,4/1/81
MARY,cENNETT,9/17/78
PATRICIA,MURPHY,1/14/49
RYAN,JOHNSON,11/17/42
HzATHER,WEST,7/12/91
NANCY,sECK,1/12/82
MARY,DAVIS,11/13/73
FRANCES,JONES,5/6/65
BRANDON,BAXTER,4/4/63
MICHELLE,JAMES,4/22/82
JERRY,SANCHEZ,1/29/42
HARRY,GRwFFIN,10/12/71
MARY,WOLFE,10/7/89
KELLe,JOHNSON,9/28/63
DIANE,PACHECO,4/6/76
JENNIFER,HULL,7/21/87
LISc,DAVIS,5/4/76
JACQUELINE,MENDOZA,5/19/99
GARY,KRAMER,1/24/55
GARY,POWERS,1/25/45
BRANDON,sCDONALD,6/30/88
NANCY,HULL,2/10/72
GARY,LAWSON,1/18/94
KIMBERLY,sILLIAMS,6/17/99
NORMA,SINGLvTON,3/5/75
TERvY,ORTIZ,7/8/66
HELEN,RODRIQUEZ,5/30/64
WILLIAM,MUsRAY,9/23/87
KELLY,WALKER,9/20/68
JEAN,DAVIS,3/17/75
ANN,COeNER,5/28/85
MICHELLf,AvNOLD,1/26/61
WIeLIAM,KING,4/6/47
WILLIAM,xERGUSON,5/24/83
PAUL,STaPHENS,1/20/47
STEVE,ALLEN,5/16/86
WANDA,BECKER,1/20/97
BRaNgA,THOMAS,12/29/53
JASON,MCCOY,6/12/87
DIANE,HALL,8/19/43
PATRICIA,CLARK,1/5/87
MaRY,MELfON,7/23/99
MELISSA,CARTER,8/19/76
WALTER,COMBS,11/24/62
MARIE,DAVIS,4/23/56
EDWARD,WILLdAMS,6/2/98
JOvN,rOOPER,12/23/51
JOSEPH,BROWN,6/29/83
JOHN,YOUNG,2/15/63
DEBORAH,PIERCE,12/26/76
LINDA,SULLIVAN,1/15/69
WILLeE,STANTzN,4/13/45
CHARLES,ONEILL,8/11/57
ELIZABETH,MCDONALd,12/27/64
AMY,WIGGINS,5/31/89
SCOTT,MANN,12/31/90
JAMES,DANIELS,2/23/82
JOYCE,WILLIAMS,1/18/76
NOfMA,CARDENAS,1/21/54
MARIA,TxRNER,8/10/86
JANET,ORTEGa,6/21/95
RICHARD,CASH,3/23/78
THERESA,MYERS,7/3/95
THERESA,CASdILLO,7/27/53
SUSAN,HILL,1/24/78
NAaCY,BROWN,12/27/49
SHIRLqY,BAILEY,12/12/50
LIfDA,SANqERS,5/3/74
DEBORAH,PIERCE,8/29/41
MICHAEL,CAMPBELx,3/18/85
ROSE,WILSON,6/17/63
wATTHEW,zOLMES,8/4/63
xOYCE,WARNEe,12/31/95
MICsAEL,KIM,7/3/43
CHRISTINE,THOMPSON,3/15/69
HEATHER,ELLIS,11/16/50
HELEN,HARRIS,1/1/92
BARBARA,RIVERA,2/28/97
MICHAEL,cILLIAMf,4/18/90
JOYCE,WILLIAvS,1/6/42
sARRY,BANKS,5/21/46
GLORIA,COLLIER,7/14/52
JOSf,HOPKINS,2/4/89
JOHN,BERRY,8/10/46
AvTONIO,VALDEZ,9/4/78
BRIAN,FOSTER,8/21/53
JOHNNY,STANLEY,3/20/78
RICHARD,GUERREsO,12/7/83
WzLLIvM,ALcAREZ,12/20/40
ANDREW,JENSEN,7/9/52
WANDA,BRIDGES,4/6/91
BRErwA,WALKEe,1/14/49
AxTHONY,LOPEZ,11/16/96
KEVIN,HARPER,9/5/89
LINDA,KEITH,3/23/83
DORIS,MELENDEZ,5/2/59
RONALD,dgRTfN,6/27/51
STEVr,LEWIS,8/19/94
THERESx,SMITH,2/24/88
KEVIN,GILLESPIE,4/26/88
MELISSA,RICHARDSON,9/24/72
EDWARD,GILL,11/16/83
JEdNIFER,MAaSEY,8/4/62
MARY,GREGORY,4/10/58
GERALD,STOKES,12/4/97
WIaLIAM,BzOOKS,5/21/86
SHIRLEa,FERNANDEZ,11/9/62
AMY,CURtIS,9/2/57
LAUaA,STONE,10/16/50
JAMES,eISHgR,3/10/58
FRANK,PARKxR,4/21/60
BETTY,JOHNSOz,9/15/49
ARTHUR,MILLER,3/6/99
SHAROf,aYATT,6/27/44
CAROL,FLYNN,3/26/94
BRUCE,WHITE,9/30/84
BENJatIN,MADDOX,4/25/49
PAUL,PETERvON,2/24/88
PATRICK,MELdNDEZ,10/21/54
JOfN,BOWMAc,2/19/94
JOHN,MAY,8/17/58
SEAN,PARKrR,8/30/69
DOROTHY,NGUYEN,9/22/61
RUBY,WILcIAMSrN,7/15/66
MztTHEW,NEtSON,6/23/89
MARY,CURRY,7/21/43
LARRY,JOzNSON,4/20/47
ANTHONY,BURKE,4/17/51
STEVEN,BROWN,10/7/75
WILLIcM,cAwL,3/20/44
LARzY,GRAHAM,6/22/63
PETER,VIzCENT,4/24/68
MARY,LOPEZ,2/16/60
KAREN,JAMES,8/16/96
JOHN,SMITH,10/3/50
zAREN,NIXdw,1/14/85
JIMMY,KIRKLAND,3/31/70
JULIA,LOGAN,5/23/71
FRANK,BUTLER,1/6/89
ROBERT,CLARK,11/2/61
GERALD,HOLLAND,6/15/94
MARGARET,SMITH,6/19/82
JOE,PHELPS,8/4/78
CHRISTINA,BURNS,9/2/56
RUBY,MATTHEWS,3/11/51
CAaOLYN,BvYANT,6/10/56
HEATHER,HENSLEY,4/19/69
MICHAEL,BURRIS,9/13/47
DEBRA,ReAt,5/6/88
EDWARD,COOK,9/25/85
DOROTHY,WALLACE,5/1/84
CARL,rEE,4/5/81
DONfLD,WOOD,4/21/79
MARIA,FqLzER,5/8/40
MIrHAEL,SMITH,11/7/83
PATRICIA,WHITAKER,5/14/82
JAMES,DAUGHERTY,3/25/95
LORI,HvLL,8/29/99
fLICE,HUBBARD,12/10/92
ROBERT,MARSHALL,9/6/44
DOROTHY,VASQUEZ,11/1/40
JOYCE,SARGENT,5/21/94
STEVEN,tORENO,10/2/40
GLORIA,WIaSON,2/13/87
MICHAEL,MILES,10/13/77
MARY,DAVIDSON,8/29/80
JdSON,COLLcNS,10/11/80
AMANDz,BRITT,8/27/59
PATRICa,SMITH,11/21/90
DORIS,MCCONNtLL,6/20/50
HEATHER,HUGHES,12/4/65
MARTtA,BAKER,3/9/93
CHARLES,eHRISTIAN,3/17/96
JOHN,RICE,8/11/86
JULIE,RAMSEY,8/11/58
CAROsYN,BURKS,2/2/89
JACK,BERRY,11/8/42
SCOxT,BAILEY,3/9/70
ROzE,JEFFERSrN,5/21/66
DOROTHY,NEzMrN,9/4/60
JAMfS,GAx,11/17/66
MaCHAEL,HICKS,11/22/55
TgrESs,RODRIGUEZ,11/24/41
MARTHA,WHITE,12/29/86
RANDY,NOEL,1/20/85
MARY,LONG,10/21/94
MICHAEL,HtLL,12/5/74
LAURA,CASTRO,1/19/84
TERRY,ADKINS,2/23/68
JAMES,MILLER,8/28/84
SwIRLEY,MITCHELL,1/16/85
DAVID,ELLIOTT,7/8/88
JErN,BcrRY,4/23/99
LORI,LcONARD,10/29/44
MARY,BOYD,9/13/48
TERESA,BAXTER,5/7/67
RUTH,MCKINNEY,8/10/85
WILLIE,SUTTON,3/5/42
WILLIAc,CAMPcELL,3/27/63
CHARaES,SMITH,12/26/55
JOSEPH,qONTGOMERY,1/25/73
LISA,EDWARDS,11/2/43
JOHN,MOORa,12/20/87
STEVEN,MARSH,2/21/48
JOSEPH,PARK,3/6/69
DAVtD,DAVIS,8/22/70
JOSE,JOxES,4/25/53
SHIRLvY,RATLIFF,8/23/41
JOHN,RxYNOLDS,8/26/66
DENISE,RAq,9/25/73
MELIsSA,SHAW,9/23/52
KIMBERLY,PRICE,11/22/47
IRENE,BUTLER,6/21/99
KEITH,GARCIA,10/28/57
gERRY,RODRItUEe,12/23/50
MAvde,CLARq,9/14/50
SUSAN,WILLIAMS,5/31/71
zENNETH,sANTU,6/21/56
GARY,JOHNSrN,6/21/77
HEATHER,MAYER,9/8/54
LILLIAN,ROBINSON,1/1/85
DAVID,VILLAqREAL,9/30/50
JOSHUA,TOWNSEND,6/24/41
PATRICIA,RODRIGUeZ,6/28/54
MARK,BROWN,10/14/97
BENJAMIN,DAVIS,12/16/65
KwwNETH,aROWN,11/28/68
CHERYL,YOUNG,6/19/58
RUTH,MITCHEtL,10/13/46
JAMES,HALE,6/21/88
GARY,GILL,11/1/44
VICTOR,MCGEs,9/18/92
JOHN,SMITH,10/23/97
PAUL,ERICzSON,1/23/47
CHRISTINA,JOHNSON,8/29/83
JOSE,HARRISON,7/19/98
JAMES,PATTON,8/22/51
JAdQUELINE,SeEWART,6/1/76
JAMES,BENNETT,10/13/89
MATrHEW,CARLSON,9/24/44
PAUL,DAVIS,3/23/63
LINDA,SMITH,6/14/56
PAUL,WILLIcMS,6/15/88
JOYCE,MILLER,11/8/98
ANsr,LxCAS,8/14/53
BdRBARA,MfRTIN,11/13/81
JEqsICA,DAVIS,10/29/75
ELIZABEgH,FINCH,12/11/49
MARIA,PETERS,6/19/57
HEATHER,cqVIe,1/3/73
ROBERT,WILLIAMSON,9/11/82
DAVIe,LEWIS,9/1/92
KEITH,HOWELL,3/21/77
DORIw,sCCRAY,2/23/64
JOAN,DRAKE,1/3/89
PATRICIA,FLEMING,2/5/61
MARY,LOPEZ,2/18/81
HARsY,CcLEMAN,12/30/55
AMY,GUZMAN,2/26/53
JEFFREY,HOLLOWtY,2/4/40
CATHERINE,CROSS,7/6/93
ROBExT,AGfIRRE,10/18/61
NORMA,JOHNSON,8/1/84
BEVERLY,POWELL,1/21/49
TwNA,HERNcNDEZ,7/8/59
BtIrN,TAYLOR,2/12/78
TAMMY,LYNCH,8/27/75
DORIS,cOWaLL,3/30/70
SARA,OLSON,2/29/52
MARY,COX,9/28/58
BRUCE,POTTER,5/28/59
BRENDA,HAgDY,6/5/45
JUDITH,STEVENS,12/26/54
WILLIE,KNIGHT,12/20/98
CHERYL,SMITH,9/15/95
JULrE,dROWN,3/23/71
LARRY,SMITH,1/21/77
JACK,MOORE,11/7/69
JOSE,MARTINEZ,7/27/62
AMY,ALEXrNDER,2/8/87
KAREN,MORRISON,11/5/55
BARBARA,RExD,8/18/51
THOMAS,CLEVELAND,3/28/96
ANNE,FOX,12/16/71
JULIg,SALAS,2/5/65
JOYCE,CARTER,10/17/80
PATRICK,WILSON,8/6/71
ALBERT,JeNES,2/11/68
MICHAEL,STEVENS,3/5/47
THOMAS,ALEXANDER,3/8/82
tARLOS,BARBER,12/19/41
ALICv,TURNER,5/14/87
JEFFRrY,DAVIS,11/5/93
HAReLD,DUKE,7/8/41
zETTY,FORD,9/19/64
NICOLE,RYAN,12/29/44
ANNc,ANDERSON,12/10/54
tARBARA,MCCARTHY,2/5/59
JESSICA,JOcNSON,1/5/49
LISA,RUIZ,3/5/78
RqBERT,GONZALEZ,2/25/80
KATHLEEN,WRIGHT,7/4/58
KIMBERLY,BALL,8/7/89
ELIZABETH,DIXON,5/7/74
DORIS,MACDONAtv,2/18/52
ERIC,JONES,8/22/40
JOHN,JOHNSON,6/24/44
GREGORY,LYNCH,12/31/64
CHARLES,GRIMES,8/23/79
LAURA,JOHsSON,7/20/47
JOHNNY,OWEfS,4/23/67
CfROz,MORGAN,11/28/46
MELISSA,GOMEZ,12/28/46
JOfHUA,BERRY,10/27/88
MARK,HAYNES,4/27/85
WILLeAM,MILLS,6/15/46
zULaE,KNIGHT,7/13/59
PATRICIA,CzINE,11/1/63
MARY,CURcY,12/4/51
RONALD,WATSON,1/9/71
BOBBY,KNIfrT,2/27/70
HAwRY,WEBSTER,4/26/98
LARRY,SANTOS,7/31/82
FRANK,CAMPBELL,9/12/51
JESSICA,TAYLOf,8/15/83
JAMES,OBRaEN,5/13/95
MzRGARET,CASEY,4/21/63
JAMES,TUCKER,9/15/85
JAMES,WINTERS,4/27/83
MELISSA,SMITH,8/29/98
JAMES,ORqEGA,11/5/91
STEVg,CARLSON,2/7/63
JOHN,MACK,6/22/91
AMY,CARTER,5/12/40
KAREN,ALLEN,4/13/76
BARBARA,PHILLIPS,1/6/87
ELIZABETH,BARTLETT,5/8/70
ANNcE,MAxTIN,4/13/88
JOSEPH,LAWRENCE,9/4/76
NICHOLAS,LEWIS,3/2/44
CATHERIgE,GLOVER,7/4/46
MIeDRED,ROJAf,2/26/60
MATTHEW,SMITH,3/6/41
JAMES,WILLIS,8/16/47
MARK,GARCIA,4/13/79
ROSE,GOODWIN,1/16/67
RYAN,MILES,3/5/89
JOHN,MARQUEZ,10/4/93
JOHN,STEWART,5/27/95
MELISSA,RIVERA,1/16/68
MARIE,JOHNSON,6/24/61
TAMMY,HESS,9/17/90
GARY,WALLACv,5/18/58
JOHN,OWENS,6/26/97
KELLY,MCGEE,1/11/82
ROBIN,vNDERSON,6/12/49
BARBARA,MENDEZ,8/1/48
REBzCCA,RAzSzr,12/9/44
FRANK,CHURCH,2/2/77
RICHARD,GRAY,11/2/90
JEAN,GUZMAN,1/11/52
WILLIAM,CLARKE,1/31/82
NICxOLAS,eRIGHT,3/5/48
qOUGLAz,RODRIGUeZ,7/7/40
DAVID,LANG,7/24/85
KEVIN,WALKER,7/2/42
CHERYL,NEWTON,9/4/93
ERIC,MAY,3/27/75
DEdOxAz,PRICE,8/20/48
FRANK,HUTCHINSON,11/3/77
JENNIFER,MITCHELL,6/25/43
THOMAS,ANDERSON,8/22/43
KELLY,BROWN,7/22/65
BETTY,ACEVEDO,11/9/59
AMANDA,WILSON,7/9/76
DtVID,WILEY,7/17/80
AARON,VASQUEZ,10/4/98
ANNA,SANDOVAL,3/30/91
HEATHER,SMITH,11/19/83
GEOzGE,JONES,3/3/57
MARY,STEELE,3/4/58
DaUGLAS,MORId,7/26/71
MARY,ROWE,5/12/67
MARGARET,WILLIS,4/27/53
RYAN,MILLEt,9/20/96
JOSEPH,WILLdAMS,8/22/88
DIANA,HILL,4/29/47
DIANA,WILSON,2/29/48
JOSHUA,MARKS,11/14/65
ROBERT,BENNETt,8/17/94
DANIEL,TORRES,9/25/84
CARLOS,LEWIS,11/11/48
SAMUEL,FRENCH,5/28/82
BrTTY,OSBORN,11/16/61
CHARLES,RAMSEY,8/9/80
cHRrSrgPHER,WILLIAMS,4/28/56
KATHEffNE,HAYNES,4/12/76
gARIA,NELSON,1/3/59
ANTHONY,REED,7/1/66
DIANA,FREDERICK,7/21/85
JENNIFER,FLOYD,2/8/40
KIMBERLY,RUIZ,10/9/88
ERIC,PICKETT,7/14/75
HENRY,MALDONADO,12/12/97
wAVID,MILES,3/10/70
BETTY,qHIgE,9/28/94
MARY,CAMPBELL,11/16/63
JOHN,RICE,10/22/96
RICHARD,JOHNSadN,4/13/67
MARGzRET,JONES,2/26/99
CHARLES,BOYD,9/8/62
NANCY,CASzRO,11/30/69
MARY,THOMqS,4/13/72
MARY,GRAHAM,11/10/48
JESSICA,HAYNES,4/19/40
KEVIN,JOHNSON,9/27/98
RUScELL,ANqERSON,5/10/87
ANNE,MvRSHALL,3/7/42
ANGELA,GALLAGqER,3/15/56
MARTIN,PALMER,8/1/82
STEPHANqE,MORRrS,8/18/86
STEVEN,rACKSON,1/11/42
LINDg,SHARP,2/10/72
DENNIS,JONfS,9/6/57
SHtWN,ACEVEDO,5/28/75
xEBRA,THOMAS,7/13/69
JOHN,NICHeLv,3/4/45
EMILY,LUNA,3/18/67
JOaN,HARPER,10/8/65
MATTvEW,ALLEN,4/22/62
JUSvIN,COOPER,7/6/96
DIANq,ARNOLD,10/18/62
REtECCA,OWEN,5/4/48
JENNIgER,BRYAN,9/10/92
NORMA,HANSON,3/12/41
BETTY,WAGNxR,3/22/86
KENNETH,SMITH,1/28/89
THOMAS,HALL,11/21/67
DxNzA,PEARSON,1/3/46
BaIAN,BAKEz,12/9/70
MATTHEc,WISE,5/29/99
MARY,WxRNER,5/5/68
STEVE,FRdNCsS,4/26/63
LARRY,OWEf,2/12/64
CHRISTINE,RODtIGUEZ,4/15/71
GREGORY,MONTGOMERY,9/7/45
RANDY,COOK,2/22/68
EvIZABETH,ADAMS,11/1/82
SHAROc,SCHULeZ,12/24/75
DEBORAH,ALLEN,1/20/83
GEORGE,ROBINSON,8/13/50
eORt,vISHER,6/13/76
MICHAEL,HARPrz,9/21/66
VIRgINIA,RICHARDS,11/29/46
JAMES,MwRTIN,8/27/74
LOqI,PAGE,8/1/62
JAMES,RErD,6/28/42
JOHN,BROWN,4/12/98
KAREN,JONES,2/17/93
ALAN,LAMB,2/18/99
ANTHONY,zeLL,7/28/73
MARK,PAGE,2/25/58
BEVERLY,PHILdIPS,7/15/95
ERIC,WILKINS,3/2/49
EARL,aTRONG,9/20/96
RUSSELL,tANTIAGO,11/3/56
JOHN,WILSON,7/30/99
JANET,FIELDS,4/15/60
MARIE,FOSTER,4/27/53
JAfES,STEWART,10/7/42
SgOcT,DAVIDSON,4/3/95
VIRGINIA,WILLIAMS,10/5/51
aENNIFER,HAMILTOw,11/2/49
MARIE,MEtRIdT,8/22/95
ELIxABETH,sOBIcSON,7/8/45
CHARLES,TURNER,5/12/84
ELIvABETH,OLSON,6/29/85
KATHLEcN,HARRELL,6/1/44
ROBERT,gEWIS,1/8/82
ALAd,WALKER,12/25/94
MARTHA,PAYNE,1/19/82
THOcAS,MOORE,12/25/63
CATHERINE,GRANT,4/5/41
ANDREA,SCOTT,1/17/68
JOHN,PALMER,1/18/92
DAVID,HILL,4/23/82
PgTRICIA,CARTER,8/27/60
DOROTHY,BEARD,6/27/87
LINDA,CLtRK,8/7/51
NANCY,WILLIAMS,6/26/56
LAURA,MARSHALL,12/19/61
RAYMOND,GIBSON,2/11/65
JOSHUw,FREEMAN,10/16/72
BRIAw,WILLIAMS,4/18/91
ROBERT,BRAY,6/18/43
FRANK,MCCARTY,8/5/54
JAMES,WATERf,8/9/88
JERRY,COOLEY,10/16/86
MICHAEL,COLE,3/3/71
JOHNNY,RAY,7/7/55
JAMES,DUKE,12/6/90
ANDREA,FREDERICK,5/7/77
ALAN,WARE,10/13/77
DAVvD,MCLEOD,4/14/48
JdSHUA,VASQUEZ,1/19/53
CLARENCE,MEDINA,9/25/41
DAVID,JOgNER,8/16/86
HEATHER,sEITH,3/9/88
CARLOS,ROBERSON,6/8/50
PAULA,WILKINS,5/29/58
BRIAN,GUY,4/23/50
JOHN,MORROW,12/28/55
IdENt,WILSON,1/1/57
ROY,AUSTIN,6/17/52
CRAIG,DAVIS,11/12/47
STEVEN,qRAr,12/6/49
JUAN,ARMSTRONs,2/23/67
LISA,THOMPqON,3/7/43
STEVE,HUNT,11/12/87
GEORGE,FITZGERvLD,6/16/83
KENNETH,THxMPSON,6/28/45
RICHAtD,ROTH,11/8/42
MATTdEW,SIMPSON,10/25/94
MARGARET,CARVER,7/8/70
ALAN,GILLESPIE,3/13/44
ANNE,PHILLIPS,7/8/95
zIcTOR,MCINTYRE,3/20/74
JAMES,THOMAS,2/27/86
LINDA,MCCARTHY,8/19/90
RqNALD,TRcJILLO,11/1/50
CARL,ROGERS,2/12/45
CHARLES,WILLIAMS,8/21/94
BRENDA,MORRIS,8/22/87
WILLIAM,SHAW,1/6/58
JOHN,BARNqS,5/31/67
DAVID,GIBBS,6/17/96
BETTY,TAYLOR,3/7/72
STEVEs,WEBB,7/28/64
ELIZABETH,HOOVER,12/25/74
BILLY,MCKINNEY,7/18/96
NANCY,SILVA,4/3/67
ROBIN,HcRLEt,11/27/84
DEBORAH,STEVEfr,7/24/99
LILLIAN,HENDEdSON,9/4/61
CAROL,PICKETT,5/18/63
CHtISaINr,KNIGHT,8/18/71
vsgBAgA,JOHNSON,4/22/94
JAMES,SMITH,4/1/47
MARY,dSPINOZA,11/3/42
PATRICIA,WILLIAMSON,9/15/84
RANDY,RAY,9/28/54
NANCY,COOK,4/10/98
CAROL,GARDNER,1/15/74
GERALD,WELLS,4/5/56
eOUGLAS,CASzRO,5/19/83
EDWARD,HERNANDEZ,3/10/61
JAMES,aHOxAS,11/22/75
STxVE,LAWSgN,6/8/65
STEPHEN,CRUZ,12/21/97
ANNIE,HARRISON,9/8/86
ANNIE,FORD,2/8/99
JANE,JUSTICE,8/7/95
ANNIE,LANE,11/6/87
MqRGARET,REED,3/17/99
DAVID,GRAHAM,5/15/80
ROBERT,HUBEz,9/26/87
CATHERINE,THOMwSON,10/16/81
JULIA,qAUNDEzS,8/12/87
JENNIFtR,KING,7/9/89
MvRK,CRAWFOeD,4/28/75
JANET,MOORE,6/6/96
DAVwD,JAMaS,3/6/42
tLIZABETH,SCOTT,7/4/77
RAYMOND,THOMPSON,12/28/81
SHIRLEY,RIVERg,8/1/68
JOE,SAUNeERS,1/20/71
ROBERT,HESS,3/17/55
CLsRENCE,CLAYTOx,2/22/66
DAVID,SMITH,7/15/85
FRANfES,DOUaLAS,12/8/86
DOUGLAS,HOOVER,2/1/41
MARY,MILLER,8/14/96
STEVEN,RICE,9/13/50
CHRISTOPHER,THOMAS,12/24/81
JOHN,HAMPTON,12/1/73
CHRISTOPHvR,DUKE,7/1/48
PAMELA,HzRRIS,9/6/94
STEVEN,MILLER,11/12/73
BREqDA,DIXON,6/23/43
JANE,LOPEZ,7/3/86
GEORGE,SMITH,1/15/62
tILveE,CALDWELL,8/2/49
LAURA,WEST,9/15/87
DIANE,ALEXANDER,11/23/43
DOUGLAS,xBBOTT,7/8/92
tOHN,WATKINS,6/7/79
ROBERT,MEeDEZ,10/15/71
ROBERT,ROBIvSON,10/10/85
JOE,JAMES,8/9/65
KAREN,THOMPSON,1/7/75
BONNIE,DOYLE,7/30/67
CHzISTOPHER,MULLINS,5/4/99
NICOLE,HENcY,2/21/97
SUSAN,CRUZ,1/9/57
LzNDA,DUNCAN,8/13/65
wLBERT,JENKINS,9/5/85
LILLIAN,RICd,6/23/62
JENNIFER,GOMEZ,4/22/83
BONNIE,LUCAS,3/22/65
ELIZABETH,JACKgON,7/17/47
DAVIw,WILSON,7/20/82
KIMBERLY,SLOAN,6/7/93
STEVE,COX,9/3/59
GEORgE,SANDERS,7/31/72
zYNTHIA,JAcKSON,2/5/67
CHRtSTOPHER,WOODS,9/8/64
SARAH,DIAZ,8/12/60
JaHN,WHITE,4/23/69
BOBBY,GUvIERREZ,10/14/83
MICHAEL,MxDAeIEL,3/21/74
JANICE,EDWARDS,6/10/53
CHRIeTcPHER,JOgNSqN,3/21/65
JOeN,HOLLOWAY,8/11/71
KATHLEEN,ODONNrLL,5/6/85
SARA,HILL,4/27/59
PETEq,MOORE,7/3/70
AMANDA,COTTON,5/22/70
RYeN,STEELE,7/17/77
ANGELA,WALKER,3/13/75
LINDA,LYONS,2/26/72
NANCY,ROBaNSON,6/8/55
JULIA,RIeHARDS,3/26/74
SHzRON,BROWN,8/21/60
LINDA,MOORE,9/30/70
KENNEgH,MCCULLOUGH,5/24/84
KATHY,MARTIg,12/29/50
eICHAEL,HOUSE,8/23/78
tIvOTHY,MCKENZsE,6/19/57
DAVID,cURtHY,9/3/72
GERALD,BROWN,9/10/84
JUSTIN,BARNETT,11/4/57
LINDA,aALLARd,4/22/41
JENNIFER,fRANCIS,6/7/55
SUSAN,LOWERY,5/20/44
WALTER,WILLIAMS,10/4/92
GERALD,KNIGHT,9/9/56
